,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
95241,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:07.975Z,2020-09-24T11:54:07.975Z,0.0
95242,rp,529,0x0007,1054093092,0x00000000,2020-09-24T11:54:08.102Z,2020-09-24T11:54:08.102Z,0.0
95243,rp,528,0x0007,3188527380,0x00000000,2020-09-24T11:54:08.102Z,2020-09-24T11:54:08.102Z,0.0
95244,rp,527,0x0007,3194366014,0x00000000,2020-09-24T11:54:08.105Z,2020-09-24T11:54:08.105Z,0.0
95245,gate,Position,0x000b,23.5,0x00000000,2020-09-24T11:54:08.203Z,2020-09-24T11:54:08.203Z,0.0
95246,gate,Speed,0x000b,-40,0x00000000,2020-09-24T11:54:08.203Z,2020-09-24T11:54:08.203Z,0.0
95247,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:54:08.203Z,2020-09-24T11:54:08.203Z,0.0
95248,qc,DistanceAbs,0x000b,0.887140787155,0x00000000,2020-09-24T11:54:08.249Z,2020-09-24T11:54:08.249Z,0.0
95249,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:54:08.249Z,2020-09-24T11:54:08.249Z,0.0
95250,qc,DistanceY,0x000b,0.860215008259,0x00000000,2020-09-24T11:54:08.249Z,2020-09-24T11:54:08.249Z,0.0
95251,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:54:08.249Z,2020-09-24T11:54:08.249Z,0.0
95252,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:08.275Z,2020-09-24T11:54:08.275Z,0.0
95253,rp,529,0x0007,1053948671,0x00000000,2020-09-24T11:54:08.353Z,2020-09-24T11:54:08.353Z,0.0
95254,rp,528,0x0007,3187748727,0x00000000,2020-09-24T11:54:08.353Z,2020-09-24T11:54:08.353Z,0.0
95255,rp,527,0x0007,3197314673,0x00000000,2020-09-24T11:54:08.355Z,2020-09-24T11:54:08.355Z,0.0
95256,gate,Speed,0x000b,-50,0x00000000,2020-09-24T11:54:08.503Z,2020-09-24T11:54:08.503Z,0.0
95257,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:54:08.503Z,2020-09-24T11:54:08.503Z,0.0
95258,gate,Position,0x000b,12.9,0x00000000,2020-09-24T11:54:08.503Z,2020-09-24T11:54:08.503Z,0.0
95259,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:54:08.549Z,2020-09-24T11:54:08.549Z,0.0
95260,qc,DistanceY,0x000b,0.860215008259,0x00000000,2020-09-24T11:54:08.549Z,2020-09-24T11:54:08.549Z,0.0
95261,qc,DistanceAbs,0x000b,0.887140787155,0x00000000,2020-09-24T11:54:08.549Z,2020-09-24T11:54:08.549Z,0.0
95262,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:54:08.549Z,2020-09-24T11:54:08.549Z,0.0
95263,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:08.575Z,2020-09-24T11:54:08.575Z,0.0
95264,rp,529,0x0007,1053882826,0x00000000,2020-09-24T11:54:08.602Z,2020-09-24T11:54:08.602Z,0.0
95265,rp,528,0x0007,3187218409,0x00000000,2020-09-24T11:54:08.603Z,2020-09-24T11:54:08.603Z,0.0
95266,rp,527,0x0007,3198152720,0x00000000,2020-09-24T11:54:08.606Z,2020-09-24T11:54:08.606Z,0.0
95267,gate,Position,0x000b,2.9,0x00000000,2020-09-24T11:54:08.803Z,2020-09-24T11:54:08.803Z,0.0
