,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
39593,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:29:06.475Z,2020-09-24T11:29:06.475Z,0.0
39594,rp,527,0x0007,3196197255,0x00000000,2020-09-24T11:29:06.604Z,2020-09-24T11:29:06.604Z,0.0
39595,rp,528,0x0007,3188166717,0x00000000,2020-09-24T11:29:06.607Z,2020-09-24T11:29:06.607Z,0.0
39596,rp,529,0x0007,1054022392,0x00000000,2020-09-24T11:29:06.607Z,2020-09-24T11:29:06.607Z,0.0
39597,gate,Speed,0x000b,-30,0x00000000,2020-09-24T11:29:06.703Z,2020-09-24T11:29:06.703Z,0.0
39598,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:29:06.703Z,2020-09-24T11:29:06.703Z,0.0
39599,gate,Position,0x000b,23.4,0x00000000,2020-09-24T11:29:06.703Z,2020-09-24T11:29:06.703Z,0.0
39600,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T11:29:06.749Z,2020-09-24T11:29:06.749Z,0.0
39601,qc,DistanceY,0x000b,4.30107504129,0x00000000,2020-09-24T11:29:06.749Z,2020-09-24T11:29:06.749Z,0.0
39602,qc,DistanceAbs,0x000b,9.8786878669,0x00000000,2020-09-24T11:29:06.749Z,2020-09-24T11:29:06.749Z,0.0
39603,qc,DistanceX,0x000b,8.89321243763,0x00000000,2020-09-24T11:29:06.749Z,2020-09-24T11:29:06.749Z,0.0
39604,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:29:06.775Z,2020-09-24T11:29:06.775Z,0.0
39605,rp,527,0x0007,3197981415,0x00000000,2020-09-24T11:29:06.852Z,2020-09-24T11:29:06.852Z,0.0
39606,rp,528,0x0007,3187326455,0x00000000,2020-09-24T11:29:06.855Z,2020-09-24T11:29:06.855Z,0.0
39607,rp,529,0x0007,1053892449,0x00000000,2020-09-24T11:29:06.857Z,2020-09-24T11:29:06.857Z,0.0
39608,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:29:07.003Z,2020-09-24T11:29:07.003Z,0.0
39609,gate,Position,0x000b,13.1,0x00000000,2020-09-24T11:29:07.003Z,2020-09-24T11:29:07.003Z,0.0
39610,gate,Speed,0x000b,-40,0x00000000,2020-09-24T11:29:07.003Z,2020-09-24T11:29:07.003Z,0.0
39611,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T11:29:07.049Z,2020-09-24T11:29:07.049Z,0.0
39612,qc,DistanceX,0x000b,8.89321243763,0x00000000,2020-09-24T11:29:07.049Z,2020-09-24T11:29:07.049Z,0.0
39613,qc,DistanceAbs,0x000b,9.8786878669,0x00000000,2020-09-24T11:29:07.049Z,2020-09-24T11:29:07.049Z,0.0
39614,qc,DistanceY,0x000b,4.30107504129,0x00000000,2020-09-24T11:29:07.049Z,2020-09-24T11:29:07.049Z,0.0
39615,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:29:07.075Z,2020-09-24T11:29:07.075Z,0.0
