,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
45194,rp,529,0x0007,1051193837,0x00000000,2020-09-24T11:32:29.366Z,2020-09-24T11:32:29.366Z
45195,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:29.503Z,2020-09-24T11:32:29.503Z
45196,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:29.503Z,2020-09-24T11:32:29.503Z
45197,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:29.503Z,2020-09-24T11:32:29.503Z
45198,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:29.549Z,2020-09-24T11:32:29.549Z
45199,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:29.549Z,2020-09-24T11:32:29.549Z
45200,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:29.549Z,2020-09-24T11:32:29.549Z
45201,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:32:29.549Z,2020-09-24T11:32:29.549Z
45202,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:29.575Z,2020-09-24T11:32:29.575Z
45203,rp,527,0x0007,3198146079,0x00000000,2020-09-24T11:32:29.611Z,2020-09-24T11:32:29.611Z
45204,rp,528,0x0007,3188631925,0x00000000,2020-09-24T11:32:29.613Z,2020-09-24T11:32:29.613Z
45205,rp,529,0x0007,1051185566,0x00000000,2020-09-24T11:32:29.613Z,2020-09-24T11:32:29.613Z
45206,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:29.803Z,2020-09-24T11:32:29.803Z
45207,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:29.803Z,2020-09-24T11:32:29.803Z
45208,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:29.803Z,2020-09-24T11:32:29.803Z
45209,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:29.849Z,2020-09-24T11:32:29.849Z
45210,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:32:29.849Z,2020-09-24T11:32:29.849Z
45211,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:29.849Z,2020-09-24T11:32:29.849Z
45212,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:29.849Z,2020-09-24T11:32:29.849Z
45213,rp,529,0x0007,1051185053,0x00000000,2020-09-24T11:32:29.866Z,2020-09-24T11:32:29.866Z
45214,rp,528,0x0007,3188628772,0x00000000,2020-09-24T11:32:29.866Z,2020-09-24T11:32:29.866Z
45215,rp,527,0x0007,3198146722,0x00000000,2020-09-24T11:32:29.866Z,2020-09-24T11:32:29.866Z
45216,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:29.875Z,2020-09-24T11:32:29.875Z
45217,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:30.103Z,2020-09-24T11:32:30.103Z
45218,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:30.103Z,2020-09-24T11:32:30.103Z
45219,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:30.103Z,2020-09-24T11:32:30.103Z
45220,rp,528,0x0007,3188627060,0x00000000,2020-09-24T11:32:30.114Z,2020-09-24T11:32:30.114Z
45221,rp,527,0x0007,3198147007,0x00000000,2020-09-24T11:32:30.114Z,2020-09-24T11:32:30.114Z
45222,rp,529,0x0007,1051184838,0x00000000,2020-09-24T11:32:30.117Z,2020-09-24T11:32:30.117Z
45223,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:30.149Z,2020-09-24T11:32:30.149Z
45224,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:32:30.149Z,2020-09-24T11:32:30.149Z
45225,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:30.149Z,2020-09-24T11:32:30.149Z
45226,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:30.149Z,2020-09-24T11:32:30.149Z
45227,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:30.175Z,2020-09-24T11:32:30.175Z
45228,rp,527,0x0007,3198146966,0x00000000,2020-09-24T11:32:30.365Z,2020-09-24T11:32:30.365Z
45229,rp,528,0x0007,3188627344,0x00000000,2020-09-24T11:32:30.367Z,2020-09-24T11:32:30.367Z
45230,rp,529,0x0007,1051185047,0x00000000,2020-09-24T11:32:30.368Z,2020-09-24T11:32:30.368Z
45231,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:30.403Z,2020-09-24T11:32:30.403Z
45232,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:30.403Z,2020-09-24T11:32:30.403Z
45233,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:30.403Z,2020-09-24T11:32:30.403Z
45234,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:30.449Z,2020-09-24T11:32:30.449Z
45235,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:30.449Z,2020-09-24T11:32:30.449Z
45236,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:32:30.449Z,2020-09-24T11:32:30.449Z
45237,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:30.449Z,2020-09-24T11:32:30.449Z
45238,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:30.475Z,2020-09-24T11:32:30.475Z
45239,rp,527,0x0007,3198146978,0x00000000,2020-09-24T11:32:30.610Z,2020-09-24T11:32:30.610Z
45240,rp,528,0x0007,3188628165,0x00000000,2020-09-24T11:32:30.612Z,2020-09-24T11:32:30.612Z
45241,rp,529,0x0007,1051184943,0x00000000,2020-09-24T11:32:30.613Z,2020-09-24T11:32:30.613Z
45242,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:30.703Z,2020-09-24T11:32:30.703Z
45243,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:30.703Z,2020-09-24T11:32:30.703Z
45244,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:30.703Z,2020-09-24T11:32:30.703Z
45245,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T11:32:30.749Z,2020-09-24T11:32:30.749Z
45246,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:30.749Z,2020-09-24T11:32:30.749Z
45247,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:30.749Z,2020-09-24T11:32:30.749Z
45248,qc,DistanceAbs,0x000b,0.645161256194,0x00000000,2020-09-24T11:32:30.749Z,2020-09-24T11:32:30.749Z
45249,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:30.775Z,2020-09-24T11:32:30.775Z
45250,rp,528,0x0007,3188627239,0x00000000,2020-09-24T11:32:30.863Z,2020-09-24T11:32:30.863Z
45251,rp,527,0x0007,3198146957,0x00000000,2020-09-24T11:32:30.863Z,2020-09-24T11:32:30.863Z
45252,rp,529,0x0007,1051184519,0x00000000,2020-09-24T11:32:30.865Z,2020-09-24T11:32:30.865Z
45253,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:31.003Z,2020-09-24T11:32:31.003Z
45254,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:31.003Z,2020-09-24T11:32:31.003Z
45255,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:31.003Z,2020-09-24T11:32:31.003Z
45256,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:32:31.049Z,2020-09-24T11:32:31.049Z
45257,qc,DistanceY,0x000b,0.860215008259,0x00000000,2020-09-24T11:32:31.049Z,2020-09-24T11:32:31.049Z
45258,qc,DistanceAbs,0x000b,0.887140787155,0x00000000,2020-09-24T11:32:31.049Z,2020-09-24T11:32:31.049Z
45259,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:31.049Z,2020-09-24T11:32:31.049Z
45260,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:31.075Z,2020-09-24T11:32:31.075Z
45261,rp,527,0x0007,3198146997,0x00000000,2020-09-24T11:32:31.111Z,2020-09-24T11:32:31.111Z
45262,rp,528,0x0007,3188627362,0x00000000,2020-09-24T11:32:31.114Z,2020-09-24T11:32:31.114Z
45263,rp,529,0x0007,1051184198,0x00000000,2020-09-24T11:32:31.116Z,2020-09-24T11:32:31.116Z
45264,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:31.303Z,2020-09-24T11:32:31.303Z
45265,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:31.303Z,2020-09-24T11:32:31.303Z
45266,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:32:31.303Z,2020-09-24T11:32:31.303Z
45267,qc,DistanceY,0x000b,0.860215008259,0x00000000,2020-09-24T11:32:31.349Z,2020-09-24T11:32:31.349Z
45268,qc,DistanceAbs,0x000b,0.887140787155,0x00000000,2020-09-24T11:32:31.349Z,2020-09-24T11:32:31.349Z
45269,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:32:31.349Z,2020-09-24T11:32:31.349Z
45270,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:32:31.349Z,2020-09-24T11:32:31.349Z
45271,rp,528,0x0007,3188627883,0x00000000,2020-09-24T11:32:31.364Z,2020-09-24T11:32:31.364Z
45272,rp,527,0x0007,3198146777,0x00000000,2020-09-24T11:32:31.364Z,2020-09-24T11:32:31.364Z
45273,rp,529,0x0007,1051183632,0x00000000,2020-09-24T11:32:31.367Z,2020-09-24T11:32:31.367Z
45274,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:32:31.375Z,2020-09-24T11:32:31.375Z
45275,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:32:31.603Z,2020-09-24T11:32:31.603Z
45276,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:32:31.603Z,2020-09-24T11:32:31.603Z
