,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
65568,rp,529,0x0007,1051186963,0x00000000,2020-09-24T11:41:16.354Z,2020-09-24T11:41:16.354Z,1.0
65569,rp,527,0x0007,3198144802,0x00000000,2020-09-24T11:41:16.356Z,2020-09-24T11:41:16.356Z,1.0
65570,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:41:16.375Z,2020-09-24T11:41:16.375Z,1.0
65571,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:41:16.603Z,2020-09-24T11:41:16.603Z,1.0
65572,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:41:16.603Z,2020-09-24T11:41:16.603Z,1.0
65573,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:41:16.603Z,2020-09-24T11:41:16.603Z,1.0
65574,rp,528,0x0007,3188629855,0x00000000,2020-09-24T11:41:16.604Z,2020-09-24T11:41:16.604Z,1.0
65575,rp,529,0x0007,1051184851,0x00000000,2020-09-24T11:41:16.604Z,2020-09-24T11:41:16.604Z,1.0
65576,rp,527,0x0007,3198146062,0x00000000,2020-09-24T11:41:16.607Z,2020-09-24T11:41:16.607Z,1.0
65577,qc,DistanceY,0x000b,0.430107504129,0x00000000,2020-09-24T11:41:16.649Z,2020-09-24T11:41:16.649Z,1.0
65578,qc,DistanceAbs,0x000b,0.48170673745399994,0x00000000,2020-09-24T11:41:16.649Z,2020-09-24T11:41:16.649Z,1.0
65579,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:41:16.649Z,2020-09-24T11:41:16.649Z,1.0
65580,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:41:16.649Z,2020-09-24T11:41:16.649Z,1.0
65581,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:41:16.675Z,2020-09-24T11:41:16.675Z,1.0
65582,rp,529,0x0007,1051185304,0x00000000,2020-09-24T11:41:16.852Z,2020-09-24T11:41:16.852Z,1.0
65583,rp,528,0x0007,3188627307,0x00000000,2020-09-24T11:41:16.855Z,2020-09-24T11:41:16.855Z,1.0
65584,rp,527,0x0007,3198146612,0x00000000,2020-09-24T11:41:16.857Z,2020-09-24T11:41:16.857Z,1.0
65585,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:41:16.903Z,2020-09-24T11:41:16.903Z,1.0
65586,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:41:16.903Z,2020-09-24T11:41:16.903Z,1.0
65587,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:41:16.903Z,2020-09-24T11:41:16.903Z,1.0
65588,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:41:16.949Z,2020-09-24T11:41:16.949Z,1.0
65589,qc,DistanceY,0x000b,0.430107504129,0x00000000,2020-09-24T11:41:16.949Z,2020-09-24T11:41:16.949Z,1.0
65590,qc,DistanceAbs,0x000b,0.48170673745399994,0x00000000,2020-09-24T11:41:16.949Z,2020-09-24T11:41:16.949Z,1.0
65591,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:41:16.949Z,2020-09-24T11:41:16.949Z,1.0
65592,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:41:16.975Z,2020-09-24T11:41:16.975Z,1.0
65593,rp,529,0x0007,1051185175,0x00000000,2020-09-24T11:41:17.102Z,2020-09-24T11:41:17.102Z,1.0
65594,rp,528,0x0007,3188626743,0x00000000,2020-09-24T11:41:17.103Z,2020-09-24T11:41:17.103Z,1.0
65595,rp,527,0x0007,3198146742,0x00000000,2020-09-24T11:41:17.105Z,2020-09-24T11:41:17.105Z,1.0
65596,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:41:17.203Z,2020-09-24T11:41:17.203Z,1.0
65597,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:41:17.203Z,2020-09-24T11:41:17.203Z,1.0
65598,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:41:17.203Z,2020-09-24T11:41:17.203Z,1.0
65599,qc,DistanceY,0x000b,0.430107504129,0x00000000,2020-09-24T11:41:17.249Z,2020-09-24T11:41:17.249Z,1.0
65600,qc,DistanceAbs,0x000b,0.48170673745399994,0x00000000,2020-09-24T11:41:17.249Z,2020-09-24T11:41:17.249Z,1.0
65601,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:41:17.249Z,2020-09-24T11:41:17.249Z,1.0
65602,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:41:17.249Z,2020-09-24T11:41:17.249Z,1.0
65603,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:41:17.275Z,2020-09-24T11:41:17.275Z,1.0
65604,rp,528,0x0007,3188626940,0x00000000,2020-09-24T11:41:17.353Z,2020-09-24T11:41:17.353Z,1.0
65605,rp,529,0x0007,1051185077,0x00000000,2020-09-24T11:41:17.353Z,2020-09-24T11:41:17.353Z,1.0
65606,rp,527,0x0007,3198146852,0x00000000,2020-09-24T11:41:17.356Z,2020-09-24T11:41:17.356Z,1.0
65607,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:41:17.503Z,2020-09-24T11:41:17.503Z,1.0
65608,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:41:17.503Z,2020-09-24T11:41:17.503Z,1.0
65609,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:41:17.503Z,2020-09-24T11:41:17.503Z,1.0
65610,qc,DistanceY,0x000b,0.430107504129,0x00000000,2020-09-24T11:41:17.549Z,2020-09-24T11:41:17.549Z,1.0
65611,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:41:17.549Z,2020-09-24T11:41:17.549Z,1.0
65612,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:41:17.549Z,2020-09-24T11:41:17.549Z,1.0
65613,qc,DistanceAbs,0x000b,0.48170673745399994,0x00000000,2020-09-24T11:41:17.549Z,2020-09-24T11:41:17.549Z,1.0
65614,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:41:17.575Z,2020-09-24T11:41:17.575Z,1.0
65615,rp,529,0x0007,1051184955,0x00000000,2020-09-24T11:41:17.603Z,2020-09-24T11:41:17.603Z,1.0
65616,rp,528,0x0007,3188626871,0x00000000,2020-09-24T11:41:17.604Z,2020-09-24T11:41:17.604Z,1.0
65617,rp,527,0x0007,3198146955,0x00000000,2020-09-24T11:41:17.606Z,2020-09-24T11:41:17.606Z,1.0
65618,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:41:17.803Z,2020-09-24T11:41:17.803Z,1.0
65619,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:41:17.803Z,2020-09-24T11:41:17.803Z,1.0
