,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
96227,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:33.475Z,2020-09-24T11:54:33.475Z
96228,rp,529,0x0007,1053885387,0x00000000,2020-09-24T11:54:33.604Z,2020-09-24T11:54:33.604Z
96229,rp,528,0x0007,3187241354,0x00000000,2020-09-24T11:54:33.604Z,2020-09-24T11:54:33.604Z
96230,rp,527,0x0007,3198114404,0x00000000,2020-09-24T11:54:33.607Z,2020-09-24T11:54:33.607Z
96231,gate,Position,0x000b,8.9,0x00000000,2020-09-24T11:54:33.703Z,2020-09-24T11:54:33.703Z
96232,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:54:33.703Z,2020-09-24T11:54:33.703Z
96233,gate,Safe,0x0001,false,0x00000000,2020-09-24T11:54:33.703Z,2020-09-24T11:54:33.703Z
96234,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:54:33.749Z,2020-09-24T11:54:33.749Z
96235,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:54:33.749Z,2020-09-24T11:54:33.749Z
96236,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:54:33.749Z,2020-09-24T11:54:33.749Z
96237,qc,DistanceAbs,0x000b,0.680648192751,0x00000000,2020-09-24T11:54:33.749Z,2020-09-24T11:54:33.749Z
96238,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:33.775Z,2020-09-24T11:54:33.775Z
96239,rp,529,0x0007,1053889479,0x00000000,2020-09-24T11:54:33.852Z,2020-09-24T11:54:33.852Z
96240,rp,528,0x0007,3187235012,0x00000000,2020-09-24T11:54:33.853Z,2020-09-24T11:54:33.853Z
96241,rp,527,0x0007,3198141890,0x00000000,2020-09-24T11:54:33.855Z,2020-09-24T11:54:33.855Z
96242,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:54:34.003Z,2020-09-24T11:54:34.003Z
96243,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:54:34.003Z,2020-09-24T11:54:34.003Z
96244,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:54:34.003Z,2020-09-24T11:54:34.003Z
96245,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:54:34.049Z,2020-09-24T11:54:34.049Z
96246,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:54:34.049Z,2020-09-24T11:54:34.049Z
96247,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:54:34.049Z,2020-09-24T11:54:34.049Z
96248,qc,DistanceAbs,0x000b,0.680648192751,0x00000000,2020-09-24T11:54:34.049Z,2020-09-24T11:54:34.049Z
96249,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:34.075Z,2020-09-24T11:54:34.075Z
96250,rp,529,0x0007,1053888953,0x00000000,2020-09-24T11:54:34.110Z,2020-09-24T11:54:34.110Z
96251,rp,528,0x0007,3187233280,0x00000000,2020-09-24T11:54:34.111Z,2020-09-24T11:54:34.111Z
96252,rp,527,0x0007,3198142081,0x00000000,2020-09-24T11:54:34.111Z,2020-09-24T11:54:34.111Z
96253,gate,Position,0x000b,0.3,0x00000000,2020-09-24T11:54:34.303Z,2020-09-24T11:54:34.303Z
96254,gate,Speed,0x000b,0,0x00000000,2020-09-24T11:54:34.303Z,2020-09-24T11:54:34.303Z
96255,gate,Safe,0x0001,true,0x00000000,2020-09-24T11:54:34.303Z,2020-09-24T11:54:34.303Z
96256,qc,DistanceAbs,0x000b,0.680648192751,0x00000000,2020-09-24T11:54:34.349Z,2020-09-24T11:54:34.349Z
96257,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-09-24T11:54:34.349Z,2020-09-24T11:54:34.349Z
96258,qc,DistanceY,0x000b,0.645161256194,0x00000000,2020-09-24T11:54:34.349Z,2020-09-24T11:54:34.349Z
96259,qc,ResultCode,0x0006,0.0,0x00000000,2020-09-24T11:54:34.349Z,2020-09-24T11:54:34.349Z
96260,rp,528,0x0007,3187230831,0x00000000,2020-09-24T11:54:34.353Z,2020-09-24T11:54:34.353Z
96261,rp,529,0x0007,1053888849,0x00000000,2020-09-24T11:54:34.353Z,2020-09-24T11:54:34.353Z
96262,rp,527,0x0007,3198142615,0x00000000,2020-09-24T11:54:34.356Z,2020-09-24T11:54:34.356Z
96263,store,DiscSize,0x0003,2,0x00000000,2020-09-24T11:54:34.375Z,2020-09-24T11:54:34.375Z
96264,rp,529,0x0007,1053889041,0x00000000,2020-09-24T11:54:34.603Z,2020-09-24T11:54:34.603Z
