,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
2645,rp,528,0x0007,3187223404,0x00000000,2020-10-12T09:09:30.983Z,2020-10-12 09:09:30.983000+00:00,1.0
2646,rp,529,0x0007,1053884113,0x00000000,2020-10-12T09:09:30.985Z,2020-10-12 09:09:30.985000+00:00,0.0
2647,store,DiscSize,0x0003,0,0x00000000,2020-10-12T09:10:26.071Z,2020-10-12 09:09:31.071000+00:00,0.0
2648,qc,DistanceX,0x000b,0.86763048172,0x00000000,2020-10-12T09:10:26.082Z,2020-10-12 09:09:31.082000+00:00,0.0
2649,qc,DistanceAbs,0x000b,1.73750981303,0x00000000,2020-10-12T09:10:26.082Z,2020-10-12 09:09:31.082000+00:00,0.0
2650,qc,DistanceY,0x000b,1.50537626445,0x00000000,2020-10-12T09:10:26.082Z,2020-10-12 09:09:31.082000+00:00,0.0
2651,gate,Safe,0x0001,true,0x00000000,2020-10-12T09:10:26.180Z,2020-10-12 09:09:31.180000+00:00,0.0
2652,gate,Position,0x000b,0.3,0x00000000,2020-10-12T09:10:26.180Z,2020-10-12 09:09:31.180000+00:00,0.0
2653,gate,Speed,0x000b,0,0x00000000,2020-10-12T09:10:26.180Z,2020-10-12 09:09:31.180000+00:00,0.0
2654,rp,527,0x0007,3198140827,0x00000000,2020-10-12T09:09:31.231Z,2020-10-12 09:09:31.231000+00:00,0.0
2655,rp,528,0x0007,3187222951,0x00000000,2020-10-12T09:09:31.233Z,2020-10-12 09:09:31.233000+00:00,0.0
2656,rp,529,0x0007,1053892665,0x00000000,2020-10-12T09:09:31.233Z,2020-10-12 09:09:31.233000+00:00,0.0
2657,store,DiscSize,0x0003,0,0x00000000,2020-10-12T09:10:26.371Z,2020-10-12 09:09:31.371000+00:00,0.0
2658,qc,DistanceY,0x000b,1.50537626445,0x00000000,2020-10-12T09:10:26.382Z,2020-10-12 09:09:31.382000+00:00,0.0
2659,qc,DistanceAbs,0x000b,1.73750981303,0x00000000,2020-10-12T09:10:26.382Z,2020-10-12 09:09:31.382000+00:00,0.0
2660,qc,DistanceX,0x000b,0.86763048172,0x00000000,2020-10-12T09:10:26.382Z,2020-10-12 09:09:31.382000+00:00,0.0
2661,gate,Safe,0x0001,true,0x00000000,2020-10-12T09:10:26.480Z,2020-10-12 09:09:31.480000+00:00,0.0
2662,gate,Position,0x000b,0.3,0x00000000,2020-10-12T09:10:26.480Z,2020-10-12 09:09:31.480000+00:00,0.0
2663,gate,Speed,0x000b,0,0x00000000,2020-10-12T09:10:26.480Z,2020-10-12 09:09:31.480000+00:00,0.0
2664,rp,527,0x0007,3198142651,0x00000000,2020-10-12T09:09:31.481Z,2020-10-12 09:09:31.481000+00:00,0.0
2665,rp,528,0x0007,3187226215,0x00000000,2020-10-12T09:09:31.482Z,2020-10-12 09:09:31.482000+00:00,0.0
2666,rp,529,0x0007,1053889741,0x00000000,2020-10-12T09:09:31.484Z,2020-10-12 09:09:31.484000+00:00,0.0
2667,store,DiscSize,0x0003,0,0x00000000,2020-10-12T09:10:26.671Z,2020-10-12 09:09:31.671000+00:00,0.0
2668,qc,DistanceX,0x000b,0.86763048172,0x00000000,2020-10-12T09:10:26.682Z,2020-10-12 09:09:31.682000+00:00,0.0
2669,qc,DistanceY,0x000b,1.50537626445,0x00000000,2020-10-12T09:10:26.682Z,2020-10-12 09:09:31.682000+00:00,0.0
