,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
34432,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:44.548Z,2020-09-24T12:16:44.548Z,0.0
34433,rp,528,0x0007,3187221181,0x00000000,2020-09-24T12:16:44.607Z,2020-09-24T12:16:44.607Z,0.0
34434,rp,527,0x0007,3198151713,0x00000000,2020-09-24T12:16:44.607Z,2020-09-24T12:16:44.607Z,0.0
34435,rp,529,0x0007,1053882829,0x00000000,2020-09-24T12:16:44.609Z,2020-09-24T12:16:44.609Z,0.0
34436,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:16:44.640Z,2020-09-24T12:16:44.640Z,0.0
34437,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:16:44.640Z,2020-09-24T12:16:44.640Z,0.0
34438,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:16:44.640Z,2020-09-24T12:16:44.640Z,0.0
34439,qc,DistanceY,0x000b,38.0645141155,0x00000000,2020-09-24T12:16:44.710Z,2020-09-24T12:16:44.710Z,0.0
34440,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:16:44.710Z,2020-09-24T12:16:44.710Z,0.0
34441,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:16:44.710Z,2020-09-24T12:16:44.710Z,0.0
34442,qc,DistanceAbs,0x000b,41.1437579027,0x00000000,2020-09-24T12:16:44.710Z,2020-09-24T12:16:44.710Z,0.0
34443,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:44.848Z,2020-09-24T12:16:44.848Z,0.0
34444,rp,527,0x0007,3198141633,0x00000000,2020-09-24T12:16:44.853Z,2020-09-24T12:16:44.853Z,0.0
34445,rp,528,0x0007,3187234444,0x00000000,2020-09-24T12:16:44.855Z,2020-09-24T12:16:44.855Z,0.0
34446,rp,529,0x0007,1053889607,0x00000000,2020-09-24T12:16:44.858Z,2020-09-24T12:16:44.858Z,0.0
34447,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:16:44.940Z,2020-09-24T12:16:44.940Z,0.0
34448,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:16:44.940Z,2020-09-24T12:16:44.940Z,0.0
34449,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:16:44.940Z,2020-09-24T12:16:44.940Z,0.0
34450,qc,DistanceY,0x000b,38.0645141155,0x00000000,2020-09-24T12:16:45.010Z,2020-09-24T12:16:45.010Z,0.0
34451,qc,DistanceAbs,0x000b,41.1437579027,0x00000000,2020-09-24T12:16:45.010Z,2020-09-24T12:16:45.010Z,0.0
34452,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:16:45.010Z,2020-09-24T12:16:45.010Z,0.0
34453,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:16:45.010Z,2020-09-24T12:16:45.010Z,0.0
34454,rp,527,0x0007,3198142044,0x00000000,2020-09-24T12:16:45.103Z,2020-09-24T12:16:45.103Z,0.0
34455,rp,528,0x0007,3187233902,0x00000000,2020-09-24T12:16:45.106Z,2020-09-24T12:16:45.106Z,0.0
34456,rp,529,0x0007,1053889189,0x00000000,2020-09-24T12:16:45.108Z,2020-09-24T12:16:45.108Z,0.0
34457,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:45.148Z,2020-09-24T12:16:45.148Z,0.0
34458,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:16:45.240Z,2020-09-24T12:16:45.240Z,0.0
34459,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:16:45.240Z,2020-09-24T12:16:45.240Z,0.0
34460,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:16:45.240Z,2020-09-24T12:16:45.240Z,0.0
34461,qc,DistanceY,0x000b,38.0645141155,0x00000000,2020-09-24T12:16:45.310Z,2020-09-24T12:16:45.310Z,0.0
34462,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:16:45.310Z,2020-09-24T12:16:45.310Z,0.0
34463,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:16:45.310Z,2020-09-24T12:16:45.310Z,0.0
34464,qc,DistanceAbs,0x000b,41.1437579027,0x00000000,2020-09-24T12:16:45.310Z,2020-09-24T12:16:45.310Z,0.0
34465,rp,527,0x0007,3198142557,0x00000000,2020-09-24T12:16:45.356Z,2020-09-24T12:16:45.356Z,0.0
34466,rp,528,0x0007,3187231949,0x00000000,2020-09-24T12:16:45.359Z,2020-09-24T12:16:45.359Z,0.0
34467,rp,529,0x0007,1053888614,0x00000000,2020-09-24T12:16:45.359Z,2020-09-24T12:16:45.359Z,0.0
34468,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:45.448Z,2020-09-24T12:16:45.448Z,0.0
34469,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:16:45.540Z,2020-09-24T12:16:45.540Z,0.0
34470,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:16:45.540Z,2020-09-24T12:16:45.540Z,0.0
34471,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:16:45.540Z,2020-09-24T12:16:45.540Z,0.0
34472,rp,528,0x0007,3187227619,0x00000000,2020-09-24T12:16:45.606Z,2020-09-24T12:16:45.606Z,0.0
34473,rp,527,0x0007,3198143098,0x00000000,2020-09-24T12:16:45.606Z,2020-09-24T12:16:45.606Z,0.0
34474,rp,529,0x0007,1053887824,0x00000000,2020-09-24T12:16:45.609Z,2020-09-24T12:16:45.609Z,0.0
34475,qc,DistanceY,0x000b,38.0645141155,0x00000000,2020-09-24T12:16:45.610Z,2020-09-24T12:16:45.610Z,0.0
34476,qc,DistanceAbs,0x000b,41.1437579027,0x00000000,2020-09-24T12:16:45.610Z,2020-09-24T12:16:45.610Z,0.0
34477,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:16:45.610Z,2020-09-24T12:16:45.610Z,0.0
34478,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:16:45.610Z,2020-09-24T12:16:45.610Z,0.0
34479,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:45.748Z,2020-09-24T12:16:45.748Z,0.0
34480,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:16:45.840Z,2020-09-24T12:16:45.840Z,0.0
34481,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:16:45.840Z,2020-09-24T12:16:45.840Z,0.0
34482,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:16:45.840Z,2020-09-24T12:16:45.840Z,0.0
34483,rp,527,0x0007,3198142765,0x00000000,2020-09-24T12:16:45.857Z,2020-09-24T12:16:45.857Z,0.0
34484,rp,528,0x0007,3187229194,0x00000000,2020-09-24T12:16:45.857Z,2020-09-24T12:16:45.857Z,0.0
34485,rp,529,0x0007,1053882629,0x00000000,2020-09-24T12:16:45.860Z,2020-09-24T12:16:45.860Z,0.0
34486,qc,DistanceAbs,0x000b,41.1437579027,0x00000000,2020-09-24T12:16:45.910Z,2020-09-24T12:16:45.910Z,0.0
34487,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:16:45.910Z,2020-09-24T12:16:45.910Z,0.0
34488,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:16:45.910Z,2020-09-24T12:16:45.910Z,0.0
34489,qc,DistanceY,0x000b,38.0645141155,0x00000000,2020-09-24T12:16:45.910Z,2020-09-24T12:16:45.910Z,0.0
34490,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:46.048Z,2020-09-24T12:16:46.048Z,0.0
34491,rp,527,0x0007,3198144157,0x00000000,2020-09-24T12:16:46.107Z,2020-09-24T12:16:46.107Z,0.0
34492,rp,528,0x0007,3187729655,0x00000000,2020-09-24T12:16:46.107Z,2020-09-24T12:16:46.107Z,0.0
34493,rp,529,0x0007,1052497915,0x00000000,2020-09-24T12:16:46.110Z,2020-09-24T12:16:46.110Z,0.0
34494,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:16:46.140Z,2020-09-24T12:16:46.140Z,0.0
34495,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:16:46.140Z,2020-09-24T12:16:46.140Z,0.0
34496,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:16:46.140Z,2020-09-24T12:16:46.140Z,0.0
34497,qc,DistanceAbs,0x000b,41.1437579027,0x00000000,2020-09-24T12:16:46.210Z,2020-09-24T12:16:46.210Z,0.0
34498,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:16:46.210Z,2020-09-24T12:16:46.210Z,0.0
34499,qc,DistanceY,0x000b,38.0645141155,0x00000000,2020-09-24T12:16:46.210Z,2020-09-24T12:16:46.210Z,0.0
34500,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:16:46.210Z,2020-09-24T12:16:46.210Z,0.0
34501,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:16:46.348Z,2020-09-24T12:16:46.348Z,0.0
