,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
84597,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:38:48.748Z,2020-09-24T12:38:48.748Z,0.0
84598,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:38:48.840Z,2020-09-24T12:38:48.840Z,0.0
84599,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:38:48.840Z,2020-09-24T12:38:48.840Z,0.0
84600,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:38:48.840Z,2020-09-24T12:38:48.840Z,0.0
84601,rp,527,0x0007,3193175375,0x00000000,2020-09-24T12:38:48.856Z,2020-09-24T12:38:48.856Z,0.0
84602,rp,528,0x0007,3188756660,0x00000000,2020-09-24T12:38:48.858Z,2020-09-24T12:38:48.858Z,0.0
84603,rp,529,0x0007,1054130963,0x00000000,2020-09-24T12:38:48.859Z,2020-09-24T12:38:48.859Z,0.0
84604,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T12:38:48.910Z,2020-09-24T12:38:48.910Z,0.0
84605,qc,ResultCode,0x0006,2.0,0x00000000,2020-09-24T12:38:48.910Z,2020-09-24T12:38:48.910Z,0.0
84606,qc,DistanceAbs,0x000b,0.0,0x00000000,2020-09-24T12:38:48.910Z,2020-09-24T12:38:48.910Z,0.0
84607,qc,DistanceY,0x000b,0.0,0x00000000,2020-09-24T12:38:48.910Z,2020-09-24T12:38:48.910Z,0.0
84608,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:38:49.048Z,2020-09-24T12:38:49.048Z,0.0
84609,rp,527,0x0007,3196723220,0x00000000,2020-09-24T12:38:49.106Z,2020-09-24T12:38:49.106Z,0.0
84610,rp,528,0x0007,3187961415,0x00000000,2020-09-24T12:38:49.108Z,2020-09-24T12:38:49.108Z,0.0
84611,rp,529,0x0007,1053991361,0x00000000,2020-09-24T12:38:49.109Z,2020-09-24T12:38:49.109Z,0.0
84612,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:38:49.140Z,2020-09-24T12:38:49.140Z,0.0
84613,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:38:49.140Z,2020-09-24T12:38:49.140Z,0.0
84614,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:38:49.140Z,2020-09-24T12:38:49.140Z,0.0
84615,qc,DistanceY,0x000b,0.0,0x00000000,2020-09-24T12:38:49.210Z,2020-09-24T12:38:49.210Z,0.0
84616,qc,DistanceX,0x000b,0.0,0x00000000,2020-09-24T12:38:49.210Z,2020-09-24T12:38:49.210Z,0.0
84617,qc,DistanceAbs,0x000b,0.0,0x00000000,2020-09-24T12:38:49.210Z,2020-09-24T12:38:49.210Z,0.0
84618,qc,ResultCode,0x0006,2.0,0x00000000,2020-09-24T12:38:49.210Z,2020-09-24T12:38:49.210Z,0.0
84619,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:38:49.348Z,2020-09-24T12:38:49.348Z,0.0
