,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
9571,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:05:58.348Z,2020-09-24T12:05:58.348Z
9572,rp,527,0x0007,3196133279,0x00000000,2020-09-24T12:05:58.357Z,2020-09-24T12:05:58.357Z
9573,rp,528,0x0007,3188172757,0x00000000,2020-09-24T12:05:58.360Z,2020-09-24T12:05:58.360Z
9574,rp,529,0x0007,1054022812,0x00000000,2020-09-24T12:05:58.362Z,2020-09-24T12:05:58.362Z
9575,gate,Position,0x000b,0.2,0x00000000,2020-09-24T12:05:58.440Z,2020-09-24T12:05:58.440Z
9576,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:05:58.440Z,2020-09-24T12:05:58.440Z
9577,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:05:58.440Z,2020-09-24T12:05:58.440Z
9578,qc,DistanceY,0x000b,33.5483853221,0x00000000,2020-09-24T12:05:58.510Z,2020-09-24T12:05:58.510Z
9579,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:05:58.510Z,2020-09-24T12:05:58.510Z
9580,qc,DistanceAbs,0x000b,37.005347414,0x00000000,2020-09-24T12:05:58.510Z,2020-09-24T12:05:58.510Z
9581,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:05:58.510Z,2020-09-24T12:05:58.510Z
9582,rp,527,0x0007,3197950936,0x00000000,2020-09-24T12:05:58.605Z,2020-09-24T12:05:58.605Z
9583,rp,528,0x0007,3187367031,0x00000000,2020-09-24T12:05:58.605Z,2020-09-24T12:05:58.605Z
9584,rp,529,0x0007,1053896246,0x00000000,2020-09-24T12:05:58.607Z,2020-09-24T12:05:58.607Z
9585,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:05:58.648Z,2020-09-24T12:05:58.648Z
9586,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:05:58.740Z,2020-09-24T12:05:58.740Z
9587,gate,Position,0x000b,0.2,0x00000000,2020-09-24T12:05:58.740Z,2020-09-24T12:05:58.740Z
9588,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:05:58.740Z,2020-09-24T12:05:58.740Z
9589,qc,DistanceAbs,0x000b,37.005347414,0x00000000,2020-09-24T12:05:58.810Z,2020-09-24T12:05:58.810Z
9590,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:05:58.810Z,2020-09-24T12:05:58.810Z
9591,qc,DistanceY,0x000b,33.5483853221,0x00000000,2020-09-24T12:05:58.810Z,2020-09-24T12:05:58.810Z
9592,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:05:58.810Z,2020-09-24T12:05:58.810Z
9593,rp,527,0x0007,3198145821,0x00000000,2020-09-24T12:05:58.853Z,2020-09-24T12:05:58.853Z
9594,rp,528,0x0007,3187248471,0x00000000,2020-09-24T12:05:58.856Z,2020-09-24T12:05:58.856Z
9595,rp,529,0x0007,1053885162,0x00000000,2020-09-24T12:05:58.858Z,2020-09-24T12:05:58.858Z
9596,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:05:58.948Z,2020-09-24T12:05:58.948Z
9597,gate,Position,0x000b,0.2,0x00000000,2020-09-24T12:05:59.040Z,2020-09-24T12:05:59.040Z
9598,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:05:59.040Z,2020-09-24T12:05:59.040Z
9599,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:05:59.040Z,2020-09-24T12:05:59.040Z
9600,rp,527,0x0007,3198141840,0x00000000,2020-09-24T12:05:59.103Z,2020-09-24T12:05:59.103Z
9601,rp,528,0x0007,3187231745,0x00000000,2020-09-24T12:05:59.106Z,2020-09-24T12:05:59.106Z
9602,rp,529,0x0007,1053889914,0x00000000,2020-09-24T12:05:59.108Z,2020-09-24T12:05:59.108Z
9603,qc,DistanceY,0x000b,33.5483853221,0x00000000,2020-09-24T12:05:59.110Z,2020-09-24T12:05:59.110Z
9604,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:05:59.110Z,2020-09-24T12:05:59.110Z
9605,qc,DistanceAbs,0x000b,37.005347414,0x00000000,2020-09-24T12:05:59.110Z,2020-09-24T12:05:59.110Z
9606,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:05:59.110Z,2020-09-24T12:05:59.110Z
9607,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:05:59.248Z,2020-09-24T12:05:59.248Z
9608,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:05:59.340Z,2020-09-24T12:05:59.340Z
9609,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:05:59.340Z,2020-09-24T12:05:59.340Z
9610,gate,Position,0x000b,0.2,0x00000000,2020-09-24T12:05:59.340Z,2020-09-24T12:05:59.340Z
9611,rp,527,0x0007,3198142290,0x00000000,2020-09-24T12:05:59.364Z,2020-09-24T12:05:59.364Z
9612,rp,528,0x0007,3187232277,0x00000000,2020-09-24T12:05:59.364Z,2020-09-24T12:05:59.364Z
9613,rp,529,0x0007,1053889149,0x00000000,2020-09-24T12:05:59.367Z,2020-09-24T12:05:59.367Z
9614,qc,DistanceAbs,0x000b,37.005347414,0x00000000,2020-09-24T12:05:59.410Z,2020-09-24T12:05:59.410Z
9615,qc,DistanceY,0x000b,33.5483853221,0x00000000,2020-09-24T12:05:59.410Z,2020-09-24T12:05:59.410Z
9616,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:05:59.410Z,2020-09-24T12:05:59.410Z
9617,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:05:59.410Z,2020-09-24T12:05:59.410Z
9618,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:05:59.548Z,2020-09-24T12:05:59.548Z
9619,rp,528,0x0007,3187232080,0x00000000,2020-09-24T12:05:59.607Z,2020-09-24T12:05:59.607Z
9620,rp,527,0x0007,3198142283,0x00000000,2020-09-24T12:05:59.607Z,2020-09-24T12:05:59.607Z
9621,rp,529,0x0007,1053889995,0x00000000,2020-09-24T12:05:59.609Z,2020-09-24T12:05:59.609Z
9622,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:05:59.640Z,2020-09-24T12:05:59.640Z
9623,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:05:59.640Z,2020-09-24T12:05:59.640Z
9624,gate,Position,0x000b,0.2,0x00000000,2020-09-24T12:05:59.640Z,2020-09-24T12:05:59.640Z
9625,qc,DistanceY,0x000b,33.5483853221,0x00000000,2020-09-24T12:05:59.710Z,2020-09-24T12:05:59.710Z
9626,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:05:59.710Z,2020-09-24T12:05:59.710Z
9627,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:05:59.710Z,2020-09-24T12:05:59.710Z
9628,qc,DistanceAbs,0x000b,37.005347414,0x00000000,2020-09-24T12:05:59.710Z,2020-09-24T12:05:59.710Z
9629,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:05:59.848Z,2020-09-24T12:05:59.848Z
9630,rp,527,0x0007,3198142617,0x00000000,2020-09-24T12:05:59.855Z,2020-09-24T12:05:59.855Z
9631,rp,528,0x0007,3187232208,0x00000000,2020-09-24T12:05:59.855Z,2020-09-24T12:05:59.855Z
9632,rp,529,0x0007,1053889509,0x00000000,2020-09-24T12:05:59.858Z,2020-09-24T12:05:59.858Z
