,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
53770,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:25:04.648Z,2020-09-24T12:25:04.648Z
53771,gate,Safe,0x0001,false,0x00000000,2020-09-24T12:25:04.740Z,2020-09-24T12:25:04.740Z
53772,gate,Speed,0x000b,-40,0x00000000,2020-09-24T12:25:04.740Z,2020-09-24T12:25:04.740Z
53773,gate,Position,0x000b,27.2,0x00000000,2020-09-24T12:25:04.740Z,2020-09-24T12:25:04.740Z
53774,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:25:04.810Z,2020-09-24T12:25:04.810Z
53775,qc,DistanceAbs,0x000b,32.180495308000005,0x00000000,2020-09-24T12:25:04.810Z,2020-09-24T12:25:04.810Z
53776,qc,DistanceY,0x000b,29.0322565287,0x00000000,2020-09-24T12:25:04.810Z,2020-09-24T12:25:04.810Z
53777,qc,DistanceX,0x000b,13.8820877075,0x00000000,2020-09-24T12:25:04.810Z,2020-09-24T12:25:04.810Z
53778,rp,527,0x0007,1024850068,0x00000000,2020-09-24T12:25:04.856Z,2020-09-24T12:25:04.856Z
53779,rp,528,0x0007,3190265259,0x00000000,2020-09-24T12:25:04.858Z,2020-09-24T12:25:04.858Z
53780,rp,529,0x0007,1054429169,0x00000000,2020-09-24T12:25:04.859Z,2020-09-24T12:25:04.859Z
53781,store,DiscSize,0x0003,0,0x00000000,2020-09-24T12:25:04.948Z,2020-09-24T12:25:04.948Z
53782,gate,Position,0x000b,16.5,0x00000000,2020-09-24T12:25:05.040Z,2020-09-24T12:25:05.040Z
53783,gate,Speed,0x000b,-30,0x00000000,2020-09-24T12:25:05.040Z,2020-09-24T12:25:05.040Z
53784,gate,Safe,0x0001,false,0x00000000,2020-09-24T12:25:05.040Z,2020-09-24T12:25:05.040Z
53785,rp,527,0x0007,1021023636,0x00000000,2020-09-24T12:25:05.107Z,2020-09-24T12:25:05.107Z
53786,rp,528,0x0007,3190447465,0x00000000,2020-09-24T12:25:05.109Z,2020-09-24T12:25:05.109Z
53787,qc,DistanceAbs,0x000b,32.180495308000005,0x00000000,2020-09-24T12:25:05.110Z,2020-09-24T12:25:05.110Z
53788,rp,529,0x0007,1054420696,0x00000000,2020-09-24T12:25:05.110Z,2020-09-24T12:25:05.110Z
53789,qc,DistanceX,0x000b,13.8820877075,0x00000000,2020-09-24T12:25:05.110Z,2020-09-24T12:25:05.110Z
53790,qc,DistanceY,0x000b,29.0322565287,0x00000000,2020-09-24T12:25:05.110Z,2020-09-24T12:25:05.110Z
53791,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:25:05.110Z,2020-09-24T12:25:05.110Z
53792,store,DiscSize,0x0003,1,0x00000000,2020-09-24T12:25:05.248Z,2020-09-24T12:25:05.248Z
53793,gate,Position,0x000b,6.3,0x00000000,2020-09-24T12:25:05.340Z,2020-09-24T12:25:05.340Z
53794,gate,Speed,0x000b,-40,0x00000000,2020-09-24T12:25:05.340Z,2020-09-24T12:25:05.340Z
53795,gate,Safe,0x0001,false,0x00000000,2020-09-24T12:25:05.340Z,2020-09-24T12:25:05.340Z
53796,rp,527,0x0007,3157257030,0x00000000,2020-09-24T12:25:05.357Z,2020-09-24T12:25:05.357Z
53797,rp,529,0x0007,1054426955,0x00000000,2020-09-24T12:25:05.360Z,2020-09-24T12:25:05.360Z
53798,rp,528,0x0007,3190964734,0x00000000,2020-09-24T12:25:05.360Z,2020-09-24T12:25:05.360Z
53799,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:25:05.410Z,2020-09-24T12:25:05.410Z
53800,qc,DistanceAbs,0x000b,32.180495308000005,0x00000000,2020-09-24T12:25:05.410Z,2020-09-24T12:25:05.410Z
53801,qc,DistanceY,0x000b,29.0322565287,0x00000000,2020-09-24T12:25:05.410Z,2020-09-24T12:25:05.410Z
53802,qc,DistanceX,0x000b,13.8820877075,0x00000000,2020-09-24T12:25:05.410Z,2020-09-24T12:25:05.410Z
53803,store,DiscSize,0x0003,0,0x00000000,2020-09-24T12:25:05.548Z,2020-09-24T12:25:05.548Z
53804,rp,527,0x0007,3179605470,0x00000000,2020-09-24T12:25:05.610Z,2020-09-24T12:25:05.610Z
53805,rp,528,0x0007,3190711294,0x00000000,2020-09-24T12:25:05.613Z,2020-09-24T12:25:05.613Z
53806,rp,529,0x0007,1054423420,0x00000000,2020-09-24T12:25:05.613Z,2020-09-24T12:25:05.613Z
53807,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:25:05.640Z,2020-09-24T12:25:05.640Z
53808,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:25:05.640Z,2020-09-24T12:25:05.640Z
53809,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:25:05.640Z,2020-09-24T12:25:05.640Z
53810,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:25:05.710Z,2020-09-24T12:25:05.710Z
53811,qc,DistanceAbs,0x000b,32.180495308000005,0x00000000,2020-09-24T12:25:05.710Z,2020-09-24T12:25:05.710Z
53812,qc,DistanceX,0x000b,13.8820877075,0x00000000,2020-09-24T12:25:05.710Z,2020-09-24T12:25:05.710Z
53813,qc,DistanceY,0x000b,29.0322565287,0x00000000,2020-09-24T12:25:05.710Z,2020-09-24T12:25:05.710Z
53814,store,DiscSize,0x0003,0,0x00000000,2020-09-24T12:25:05.848Z,2020-09-24T12:25:05.848Z
