,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
72314,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:33:04.348Z,2020-09-24T12:33:04.348Z
72315,rp,527,0x0007,3194365374,0x00000000,2020-09-24T12:33:04.357Z,2020-09-24T12:33:04.357Z
72316,rp,529,0x0007,1054093045,0x00000000,2020-09-24T12:33:04.360Z,2020-09-24T12:33:04.360Z
72317,rp,528,0x0007,3188540690,0x00000000,2020-09-24T12:33:04.360Z,2020-09-24T12:33:04.360Z
72318,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:33:04.440Z,2020-09-24T12:33:04.440Z
72319,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:33:04.440Z,2020-09-24T12:33:04.440Z
72320,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:33:04.440Z,2020-09-24T12:33:04.440Z
72321,qc,DistanceAbs,0x000b,39.3599849252,0x00000000,2020-09-24T12:33:04.510Z,2020-09-24T12:33:04.510Z
72322,qc,DistanceY,0x000b,36.1290303469,0x00000000,2020-09-24T12:33:04.510Z,2020-09-24T12:33:04.510Z
72323,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:33:04.510Z,2020-09-24T12:33:04.510Z
72324,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:33:04.510Z,2020-09-24T12:33:04.510Z
72325,rp,528,0x0007,3187776409,0x00000000,2020-09-24T12:33:04.605Z,2020-09-24T12:33:04.605Z
72326,rp,527,0x0007,3197184713,0x00000000,2020-09-24T12:33:04.605Z,2020-09-24T12:33:04.605Z
72327,rp,529,0x0007,1053949944,0x00000000,2020-09-24T12:33:04.608Z,2020-09-24T12:33:04.608Z
72328,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:33:04.648Z,2020-09-24T12:33:04.648Z
72329,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:33:04.740Z,2020-09-24T12:33:04.740Z
72330,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:33:04.740Z,2020-09-24T12:33:04.740Z
72331,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:33:04.740Z,2020-09-24T12:33:04.740Z
72332,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:33:04.810Z,2020-09-24T12:33:04.810Z
72333,qc,DistanceY,0x000b,36.1290303469,0x00000000,2020-09-24T12:33:04.810Z,2020-09-24T12:33:04.810Z
72334,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:33:04.810Z,2020-09-24T12:33:04.810Z
72335,qc,DistanceAbs,0x000b,39.3599849252,0x00000000,2020-09-24T12:33:04.810Z,2020-09-24T12:33:04.810Z
72336,rp,527,0x0007,3198153141,0x00000000,2020-09-24T12:33:04.853Z,2020-09-24T12:33:04.853Z
72337,rp,528,0x0007,3187220486,0x00000000,2020-09-24T12:33:04.857Z,2020-09-24T12:33:04.857Z
72338,rp,529,0x0007,1053884690,0x00000000,2020-09-24T12:33:04.858Z,2020-09-24T12:33:04.858Z
72339,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:33:04.948Z,2020-09-24T12:33:04.948Z
72340,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:33:05.040Z,2020-09-24T12:33:05.040Z
72341,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:33:05.040Z,2020-09-24T12:33:05.040Z
72342,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:33:05.040Z,2020-09-24T12:33:05.040Z
72343,rp,527,0x0007,3198140886,0x00000000,2020-09-24T12:33:05.106Z,2020-09-24T12:33:05.106Z
72344,rp,528,0x0007,3187230637,0x00000000,2020-09-24T12:33:05.109Z,2020-09-24T12:33:05.109Z
72345,rp,529,0x0007,1053891294,0x00000000,2020-09-24T12:33:05.109Z,2020-09-24T12:33:05.109Z
72346,qc,DistanceAbs,0x000b,39.3599849252,0x00000000,2020-09-24T12:33:05.110Z,2020-09-24T12:33:05.110Z
72347,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:33:05.110Z,2020-09-24T12:33:05.110Z
72348,qc,DistanceY,0x000b,36.1290303469,0x00000000,2020-09-24T12:33:05.110Z,2020-09-24T12:33:05.110Z
72349,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:33:05.110Z,2020-09-24T12:33:05.110Z
72350,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:33:05.248Z,2020-09-24T12:33:05.248Z
72351,gate,Position,0x000b,0.3,0x00000000,2020-09-24T12:33:05.340Z,2020-09-24T12:33:05.340Z
72352,gate,Speed,0x000b,0,0x00000000,2020-09-24T12:33:05.340Z,2020-09-24T12:33:05.340Z
72353,gate,Safe,0x0001,true,0x00000000,2020-09-24T12:33:05.340Z,2020-09-24T12:33:05.340Z
72354,rp,527,0x0007,3198140664,0x00000000,2020-09-24T12:33:05.354Z,2020-09-24T12:33:05.354Z
72355,rp,528,0x0007,3187233080,0x00000000,2020-09-24T12:33:05.359Z,2020-09-24T12:33:05.359Z
72356,rp,529,0x0007,1053890880,0x00000000,2020-09-24T12:33:05.359Z,2020-09-24T12:33:05.359Z
72357,qc,DistanceAbs,0x000b,39.3599849252,0x00000000,2020-09-24T12:33:05.410Z,2020-09-24T12:33:05.410Z
72358,qc,DistanceX,0x000b,15.617348670999998,0x00000000,2020-09-24T12:33:05.410Z,2020-09-24T12:33:05.410Z
72359,qc,DistanceY,0x000b,36.1290303469,0x00000000,2020-09-24T12:33:05.410Z,2020-09-24T12:33:05.410Z
72360,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T12:33:05.410Z,2020-09-24T12:33:05.410Z
72361,store,DiscSize,0x0003,2,0x00000000,2020-09-24T12:33:05.548Z,2020-09-24T12:33:05.548Z
