PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
1,0x000b,6.31452817971,0x00000000,2020-09-24T12:43:36.065Z,2020-09-24T12:43:36.065Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:36.365Z,2020-09-24T12:43:36.365Z
2,0x000b,4.98887526989,0x00000000,2020-09-24T12:43:36.065Z,2020-09-24T12:43:36.065Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:36.365Z,2020-09-24T12:43:36.365Z
3,0x000b,3.87096753716,0x00000000,2020-09-24T12:43:36.065Z,2020-09-24T12:43:36.065Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:36.365Z,2020-09-24T12:43:36.365Z
4,0x0006,1,0x00000000,2020-09-24T12:43:36.065Z,2020-09-24T12:43:36.065Z
4,0x0006,1,0x00000000,2020-09-24T12:43:36.365Z,2020-09-24T12:43:36.365Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:36.665Z,2020-09-24T12:43:36.665Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:36.965Z,2020-09-24T12:43:36.965Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:36.665Z,2020-09-24T12:43:36.665Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:36.965Z,2020-09-24T12:43:36.965Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:36.665Z,2020-09-24T12:43:36.665Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:36.965Z,2020-09-24T12:43:36.965Z
4,0x0006,1,0x00000000,2020-09-24T12:43:36.665Z,2020-09-24T12:43:36.665Z
4,0x0006,1,0x00000000,2020-09-24T12:43:36.965Z,2020-09-24T12:43:36.965Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:37.265Z,2020-09-24T12:43:37.265Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:37.265Z,2020-09-24T12:43:37.265Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:37.265Z,2020-09-24T12:43:37.265Z
4,0x0006,1,0x00000000,2020-09-24T12:43:37.265Z,2020-09-24T12:43:37.265Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:37.565Z,2020-09-24T12:43:37.565Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:37.865Z,2020-09-24T12:43:37.865Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:37.565Z,2020-09-24T12:43:37.565Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:37.865Z,2020-09-24T12:43:37.865Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:37.565Z,2020-09-24T12:43:37.565Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:37.865Z,2020-09-24T12:43:37.865Z
4,0x0006,1,0x00000000,2020-09-24T12:43:37.565Z,2020-09-24T12:43:37.565Z
4,0x0006,1,0x00000000,2020-09-24T12:43:37.865Z,2020-09-24T12:43:37.865Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:38.165Z,2020-09-24T12:43:38.165Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:38.465Z,2020-09-24T12:43:38.465Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:38.165Z,2020-09-24T12:43:38.165Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:38.465Z,2020-09-24T12:43:38.465Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:38.165Z,2020-09-24T12:43:38.165Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:38.465Z,2020-09-24T12:43:38.465Z
4,0x0006,1,0x00000000,2020-09-24T12:43:38.165Z,2020-09-24T12:43:38.165Z
4,0x0006,1,0x00000000,2020-09-24T12:43:38.465Z,2020-09-24T12:43:38.465Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:38.765Z,2020-09-24T12:43:38.765Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:38.765Z,2020-09-24T12:43:38.765Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:38.765Z,2020-09-24T12:43:38.765Z
4,0x0006,1,0x00000000,2020-09-24T12:43:38.765Z,2020-09-24T12:43:38.765Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:39.065Z,2020-09-24T12:43:39.065Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:39.365Z,2020-09-24T12:43:39.365Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:39.065Z,2020-09-24T12:43:39.065Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:39.365Z,2020-09-24T12:43:39.365Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:39.065Z,2020-09-24T12:43:39.065Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:39.365Z,2020-09-24T12:43:39.365Z
4,0x0006,1,0x00000000,2020-09-24T12:43:39.065Z,2020-09-24T12:43:39.065Z
4,0x0006,1,0x00000000,2020-09-24T12:43:39.365Z,2020-09-24T12:43:39.365Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:39.665Z,2020-09-24T12:43:39.665Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:39.965Z,2020-09-24T12:43:39.965Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:39.665Z,2020-09-24T12:43:39.665Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:39.965Z,2020-09-24T12:43:39.965Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:39.665Z,2020-09-24T12:43:39.665Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:39.965Z,2020-09-24T12:43:39.965Z
4,0x0006,1,0x00000000,2020-09-24T12:43:39.665Z,2020-09-24T12:43:39.665Z
4,0x0006,1,0x00000000,2020-09-24T12:43:39.965Z,2020-09-24T12:43:39.965Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:40.265Z,2020-09-24T12:43:40.265Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:40.565Z,2020-09-24T12:43:40.565Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:40.265Z,2020-09-24T12:43:40.265Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:40.565Z,2020-09-24T12:43:40.565Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:40.265Z,2020-09-24T12:43:40.265Z
4,0x0006,1,0x00000000,2020-09-24T12:43:40.265Z,2020-09-24T12:43:40.265Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:40.865Z,2020-09-24T12:43:40.865Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:40.865Z,2020-09-24T12:43:40.865Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:40.565Z,2020-09-24T12:43:40.565Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:40.865Z,2020-09-24T12:43:40.865Z
4,0x0006,1,0x00000000,2020-09-24T12:43:40.565Z,2020-09-24T12:43:40.565Z
4,0x0006,1,0x00000000,2020-09-24T12:43:40.865Z,2020-09-24T12:43:40.865Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:41.165Z,2020-09-24T12:43:41.165Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:41.465Z,2020-09-24T12:43:41.465Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:41.165Z,2020-09-24T12:43:41.165Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:41.465Z,2020-09-24T12:43:41.465Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:41.165Z,2020-09-24T12:43:41.165Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:41.465Z,2020-09-24T12:43:41.465Z
4,0x0006,1,0x00000000,2020-09-24T12:43:41.165Z,2020-09-24T12:43:41.165Z
4,0x0006,1,0x00000000,2020-09-24T12:43:41.465Z,2020-09-24T12:43:41.465Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:41.765Z,2020-09-24T12:43:41.765Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:42.065Z,2020-09-24T12:43:42.065Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:41.765Z,2020-09-24T12:43:41.765Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:42.065Z,2020-09-24T12:43:42.065Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:41.765Z,2020-09-24T12:43:41.765Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:42.065Z,2020-09-24T12:43:42.065Z
4,0x0006,1,0x00000000,2020-09-24T12:43:41.765Z,2020-09-24T12:43:41.765Z
4,0x0006,1,0x00000000,2020-09-24T12:43:42.065Z,2020-09-24T12:43:42.065Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:42.365Z,2020-09-24T12:43:42.365Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:42.365Z,2020-09-24T12:43:42.365Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:42.365Z,2020-09-24T12:43:42.365Z
4,0x0006,1,0x00000000,2020-09-24T12:43:42.365Z,2020-09-24T12:43:42.365Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:42.665Z,2020-09-24T12:43:42.665Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:42.965Z,2020-09-24T12:43:42.965Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:42.665Z,2020-09-24T12:43:42.665Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:42.965Z,2020-09-24T12:43:42.965Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:42.665Z,2020-09-24T12:43:42.665Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:42.965Z,2020-09-24T12:43:42.965Z
4,0x0006,1,0x00000000,2020-09-24T12:43:42.665Z,2020-09-24T12:43:42.665Z
4,0x0006,1,0x00000000,2020-09-24T12:43:42.965Z,2020-09-24T12:43:42.965Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:43.265Z,2020-09-24T12:43:43.265Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:43.565Z,2020-09-24T12:43:43.565Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:43.265Z,2020-09-24T12:43:43.265Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:43.565Z,2020-09-24T12:43:43.565Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:43.265Z,2020-09-24T12:43:43.265Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:43.565Z,2020-09-24T12:43:43.565Z
4,0x0006,1,0x00000000,2020-09-24T12:43:43.265Z,2020-09-24T12:43:43.265Z
4,0x0006,1,0x00000000,2020-09-24T12:43:43.565Z,2020-09-24T12:43:43.565Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:43.865Z,2020-09-24T12:43:43.865Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:43.865Z,2020-09-24T12:43:43.865Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:43.865Z,2020-09-24T12:43:43.865Z
4,0x0006,1,0x00000000,2020-09-24T12:43:43.865Z,2020-09-24T12:43:43.865Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:44.165Z,2020-09-24T12:43:44.165Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:44.465Z,2020-09-24T12:43:44.465Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:44.165Z,2020-09-24T12:43:44.165Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:44.465Z,2020-09-24T12:43:44.465Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:44.165Z,2020-09-24T12:43:44.165Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:44.465Z,2020-09-24T12:43:44.465Z
4,0x0006,1,0x00000000,2020-09-24T12:43:44.165Z,2020-09-24T12:43:44.165Z
4,0x0006,1,0x00000000,2020-09-24T12:43:44.465Z,2020-09-24T12:43:44.465Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:44.765Z,2020-09-24T12:43:44.765Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:45.065Z,2020-09-24T12:43:45.065Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:44.765Z,2020-09-24T12:43:44.765Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:45.065Z,2020-09-24T12:43:45.065Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:44.765Z,2020-09-24T12:43:44.765Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:45.065Z,2020-09-24T12:43:45.065Z
4,0x0006,1,0x00000000,2020-09-24T12:43:44.765Z,2020-09-24T12:43:44.765Z
4,0x0006,1,0x00000000,2020-09-24T12:43:45.065Z,2020-09-24T12:43:45.065Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:45.365Z,2020-09-24T12:43:45.365Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:45.365Z,2020-09-24T12:43:45.365Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:45.365Z,2020-09-24T12:43:45.365Z
4,0x0006,1,0x00000000,2020-09-24T12:43:45.365Z,2020-09-24T12:43:45.365Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:45.665Z,2020-09-24T12:43:45.665Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:45.965Z,2020-09-24T12:43:45.965Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:45.665Z,2020-09-24T12:43:45.665Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:45.965Z,2020-09-24T12:43:45.965Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:45.665Z,2020-09-24T12:43:45.665Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:45.965Z,2020-09-24T12:43:45.965Z
4,0x0006,1,0x00000000,2020-09-24T12:43:45.665Z,2020-09-24T12:43:45.665Z
4,0x0006,1,0x00000000,2020-09-24T12:43:45.965Z,2020-09-24T12:43:45.965Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:46.265Z,2020-09-24T12:43:46.265Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:46.565Z,2020-09-24T12:43:46.565Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:46.265Z,2020-09-24T12:43:46.265Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:46.565Z,2020-09-24T12:43:46.565Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:46.265Z,2020-09-24T12:43:46.265Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:46.565Z,2020-09-24T12:43:46.565Z
4,0x0006,1,0x00000000,2020-09-24T12:43:46.265Z,2020-09-24T12:43:46.265Z
4,0x0006,1,0x00000000,2020-09-24T12:43:46.565Z,2020-09-24T12:43:46.565Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:46.865Z,2020-09-24T12:43:46.865Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:46.865Z,2020-09-24T12:43:46.865Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:46.865Z,2020-09-24T12:43:46.865Z
4,0x0006,1,0x00000000,2020-09-24T12:43:46.865Z,2020-09-24T12:43:46.865Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:47.165Z,2020-09-24T12:43:47.165Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:47.465Z,2020-09-24T12:43:47.465Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:47.165Z,2020-09-24T12:43:47.165Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:47.465Z,2020-09-24T12:43:47.465Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:47.165Z,2020-09-24T12:43:47.165Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:47.465Z,2020-09-24T12:43:47.465Z
4,0x0006,1,0x00000000,2020-09-24T12:43:47.165Z,2020-09-24T12:43:47.165Z
4,0x0006,1,0x00000000,2020-09-24T12:43:47.465Z,2020-09-24T12:43:47.465Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:47.765Z,2020-09-24T12:43:47.765Z
1,0x000b,4.84464795948,0x00000000,2020-09-24T12:43:48.065Z,2020-09-24T12:43:48.065Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:47.765Z,2020-09-24T12:43:47.765Z
2,0x000b,2.60289144516,0x00000000,2020-09-24T12:43:48.065Z,2020-09-24T12:43:48.065Z
3,0x000b,4.08602128923,0x00000000,2020-09-24T12:43:47.765Z,2020-09-24T12:43:47.765Z
