PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:30:58.704Z,2020-10-27T14:30:58.704Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:30:59.004Z,2020-10-27T14:30:59.004Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:30:58.704Z,2020-10-27T14:30:58.704Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:30:59.004Z,2020-10-27T14:30:59.004Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:30:58.704Z,2020-10-27T14:30:58.704Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:30:59.004Z,2020-10-27T14:30:59.004Z
4,0x0006,1,0x00000000,2020-10-27T14:30:58.704Z,2020-10-27T14:30:58.704Z
4,0x0006,1,0x00000000,2020-10-27T14:30:59.004Z,2020-10-27T14:30:59.004Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:30:59.304Z,2020-10-27T14:30:59.304Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:30:59.604Z,2020-10-27T14:30:59.604Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:30:59.304Z,2020-10-27T14:30:59.304Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:30:59.604Z,2020-10-27T14:30:59.604Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:30:59.304Z,2020-10-27T14:30:59.304Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:30:59.604Z,2020-10-27T14:30:59.604Z
4,0x0006,1,0x00000000,2020-10-27T14:30:59.304Z,2020-10-27T14:30:59.304Z
4,0x0006,1,0x00000000,2020-10-27T14:30:59.604Z,2020-10-27T14:30:59.604Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:30:59.904Z,2020-10-27T14:30:59.904Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:30:59.904Z,2020-10-27T14:30:59.904Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:30:59.904Z,2020-10-27T14:30:59.904Z
4,0x0006,1,0x00000000,2020-10-27T14:30:59.904Z,2020-10-27T14:30:59.904Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:31:00.204Z,2020-10-27T14:31:00.204Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:31:00.504Z,2020-10-27T14:31:00.504Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:31:00.204Z,2020-10-27T14:31:00.204Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:31:00.504Z,2020-10-27T14:31:00.504Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:31:00.204Z,2020-10-27T14:31:00.204Z
3,0x000b,4.30107504129,0x00000000,2020-10-27T14:31:00.504Z,2020-10-27T14:31:00.504Z
4,0x0006,1,0x00000000,2020-10-27T14:31:00.204Z,2020-10-27T14:31:00.204Z
4,0x0006,1,0x00000000,2020-10-27T14:31:00.504Z,2020-10-27T14:31:00.504Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:31:00.804Z,2020-10-27T14:31:00.804Z
1,0x000b,4.91855317372,0x00000000,2020-10-27T14:31:01.104Z,2020-10-27T14:31:01.104Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:31:00.804Z,2020-10-27T14:31:00.804Z
2,0x000b,2.38598382473,0x00000000,2020-10-27T14:31:01.104Z,2020-10-27T14:31:01.104Z
