,drop_white_pos_y,drop_white_pos_z,drop_white_pos_x,drop_black_pos_x,drop_black_pos_y,drop_black_pos_z,max_belt
349,0.04280832519955489,-0.5919273197457322,-0.1530554755060279,-0.1674539073286424,0.04625963349839236,1.722972143577234,-0.10714677059106156
350,0.05282803159037967,1.8218272922595364,-0.15565546347157655,-0.1671112763547432,0.046255709803470296,-0.5434853827971478,-0.10714337329097441
351,0.04810666581832541,0.43243389246605807,-0.15345004680962462,-0.1672931092279208,0.046250424501615886,0.5355522174354119,-0.10714535814682402
352,0.045912815881679725,-0.18745059530294583,-0.1527182796661637,-0.1671881143132722,0.046256992953477565,0.04167780517280275,-0.10714535814682402
353,0.04281275187361617,-0.5908856111845218,-0.1530556578885914,-0.16711303328420138,0.046247786952833554,-0.4619268853843224,-0.10714337329097441
354,0.04810991164524609,0.4397171352969393,-0.1535808940483963,-0.16702603237656086,0.04626952487187279,-1.1262052787656345,-0.10714459988728597
355,0.04281132602856163,-0.5931348229533382,-0.15305537636878647,-0.1670523252036274,0.04625490134846053,-0.9309711295939048,-0.10714459988728597
356,0.0428144740325822,-0.591995024157307,-0.15305558292881882,-0.16728869248911135,0.04625496703982595,0.7089719223846703,-0.10714337329097441
357,0.0459245507016476,-0.1813708551449017,-0.15272283163472455,-0.1670852300916898,0.04626958628079504,-0.7283539122002456,-0.10714337329097441
358,0.05234673292504367,1.667701397795712,-0.1554253090712691,-0.16710910511014915,0.04625262803776838,-0.5363124475630995,-0.10714337329097441
359,0.04281384698638263,-0.5954928240664891,-0.15305534116363517,-0.16705859805662043,0.04626251466075564,-0.8197238887123084,-0.10714337329097441
360,0.05283625439141193,1.8044955210283486,-0.15564594745726387,-0.16705165153201137,0.046262756867713445,-0.8722462295324396,-0.10714676687410304
361,0.05048901259842559,1.121793753027956,-0.15439882343224365,-0.16706083975333186,0.0462692922723074,-0.8819623842608746,3.8101142801850565
362,0.04280615002650673,-0.5924860980824053,-0.15305486820013053,-0.16724245622913894,0.046255021389246045,0.282137106495403,-0.10714535814682402
