,quality,dx,dy,da
231,1.0,1.832542983425729,-0.604207015410444,0.9129180795517464
232,1.0,-0.6173243394640185,0.06778609813790758,-0.21315580629794126
233,1.0,-0.5807591555403665,0.038569006243792135,-0.23449204531900023
234,0.0,-0.6904547073113227,-0.5457728316237076,-0.7237718499369212
235,1.0,1.9056733512629187,-0.16595063700958143,0.9993918718319466
236,1.0,-0.2882376841511497,0.06778609813790758,-0.1538851416379149
237,1.0,-0.434498419845758,0.12622028192477963,-0.14319035449382386
238,1.0,-0.6538895233876706,0.12622028192477963,-0.1663747158717294
239,1.0,-0.6538895233876706,-0.019865177543080165,-0.2873179797853725
240,1.0,-0.5076287876930623,0.038569006243792135,-0.22569034668584614
241,0.0,-0.6904547073113227,-0.5165557397302715,-0.6995586027958471
242,1.0,2.1250644548082027,1.616291968485267,1.858887376868435
243,1.0,2.0519340869541556,0.9442988549355568,1.4642720271727951
244,1.0,-0.5441939716167143,0.12622028192477963,-0.15903542688977482
245,1.0,1.978803719116966,2.171416714455798,2.138056001196666
246,0.0,-0.6538895233876706,-0.42890446404982724,-0.6248804528944347
247,1.0,1.7959777994902768,3.4861858496706133,3.0025891004468286
248,1.0,1.174369672789877,0.06778609813790758,0.5921568066337001
249,1.0,2.19819482266225,5.180777179480398,4.395674689710415
250,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
251,0.0,-0.5441939716167143,-0.45812155594394266,-0.616634977968135
252,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
253,0.0,-0.6904547073113227,-0.48733864783683534,-0.675345355654773
254,1.0,-0.5076287876930623,0.009351914351035282,-0.249263459293684
255,1.0,-0.6538895233876706,0.18465446571165206,-0.11798467291345796
256,0.0,-0.6538895233876706,-0.42890446404982724,-0.6248804528944347
257,1.0,1.832542983425729,5.706684833566324,4.722631901201357
258,1.0,1.9422385351983709,-0.5457728316237076,0.9868507263205764
259,1.0,-0.6538895233876706,-0.019865177543080165,-0.2873179797853725
260,1.0,0.6624570978638049,-0.5749899235170078,0.13173916181633316
261,1.0,1.7959777994902768,-0.48733864783683534,0.8913179756322253
262,1.0,-0.4710636037694102,0.06778609813790758,-0.19633862676291644
263,1.0,1.7594126155716818,3.8952251361773604,3.299857130022745
264,0.0,-0.6538895233876706,-0.48733864783683534,-0.6723137389886397
265,0.0,-0.5807591555403665,-0.48733864783683534,-0.6507553612697269
266,1.0,0.40650081039824004,-0.34125318837019825,-0.007817248366823985
267,0.0,-0.5807591555403665,-0.5457728316237076,-0.6843745316033226
268,1.0,-0.5807591555403665,0.038569006243792135,-0.23449204531900023
269,1.0,-0.434498419845758,0.12622028192477963,-0.14319035449382386
270,0.0,-0.6904547073113227,-0.5165557397302715,-0.6995586027958471
271,1.0,1.7594126155716818,-0.5749899235170078,0.8642532669345886
272,1.0,-0.14197694845654132,0.009351914351035282,-0.14550265449845956
273,1.0,2.0519340869541556,0.2138715576044088,1.180896639255599
274,1.0,2.1250644548082027,1.2072526819785194,1.6340261940168694
275,0.0,-0.6173243394640185,-0.5749899235170078,-0.7176821703807958
276,1.0,-0.5076287876930623,-0.0490822694358369,-0.2962168457303968
277,1.0,1.0646741210172348,-0.604207015410444,0.40005655926685296
278,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
279,1.0,-0.32480286807480174,-0.0490822694358369,-0.2513424529031772
280,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
281,1.0,-0.5076287876930623,0.09700319003066432,-0.1783895581758568
282,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
283,1.0,-0.6173243394640185,0.12622028192477963,-0.16489976232674752
284,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
285,1.0,0.0042837872380669766,0.038569006243792135,-0.06574773116374032
286,1.0,-0.5807591555403665,0.038569006243792135,-0.23449204531900023
287,0.0,-0.6538895233876706,-0.45812155594394266,-0.648693419636317
288,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
289,0.0,-0.5076287876930623,-0.48733864783683534,-0.6163415971747501
290,1.0,-0.14197694845654132,-0.07829936132995247,-0.20285436113646987
291,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
292,1.0,-0.4710636037694102,0.009351914351035282,-0.24302761891120248
293,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
294,1.0,1.7594126155716818,-0.5457728316237076,0.8647905743859464
295,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
296,1.0,-0.6538895233876706,0.06778609813790758,-0.21475842790424926
297,0.0,-0.6173243394640185,-0.5749899235170078,-0.7176821703807958
298,1.0,0.0042837872380669766,-0.2536019126892105,-0.22471609421619423
299,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
300,1.0,-0.5076287876930623,0.12622028192477963,-0.15467372130801002
301,1.0,-0.25167250022749765,-0.1075164532227092,-0.26690471290325046
302,0.0,-0.5807591555403665,-0.48733864783683534,-0.6507553612697269
303,1.0,-0.5076287876930623,-0.019865177543080165,-0.27277531806680805
304,1.0,-0.5807591555403665,0.09700319003066432,-0.1864800272001095
305,0.0,-0.6538895233876706,-0.5749899235170078,-0.7378077305965469
306,1.0,0.040848971161719184,-0.1075164532227092,-0.13344291863705715
307,0.0,-0.6173243394640185,-0.5457728316237076,-0.7034171169742496
308,1.0,-0.6173243394640185,-0.39968737215707045,-0.5958081024500808
309,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
310,1.0,-0.39793323592210594,0.09700319003066432,-0.15911616364114864
311,1.0,-0.32480286807480174,0.24308864949852424,-0.02875641553024125
312,0.0,-0.6904547073113227,-0.48733864783683534,-0.675345355654773
313,1.0,-0.6538895233876706,0.12622028192477963,-0.1663747158717294
314,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
315,1.0,0.33337044255093595,-0.31203609647608277,-0.046780133261263464
316,0.0,-0.6904547073113227,-0.45812155594394266,-0.6511321085141493
317,1.0,-0.6173243394640185,0.1554373738175366,-0.14076195331249433
318,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
319,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
320,1.0,-0.5807591555403665,-0.019865177543080165,-0.2824224448949614
321,0.0,-0.6904547073113227,-0.48733864783683534,-0.675345355654773
322,0.0,-0.6904547073113227,-0.5457728316237076,-0.7237718499369212
323,0.0,-0.6538895233876706,-0.5457728316237076,-0.7179622094317393
324,1.0,-0.5076287876930623,0.1554373738175366,-0.1309207069252035
325,1.0,-0.14197694845654132,0.06778609813790758,-0.1056098315812259
326,0.0,-0.6904547073113227,-0.45812155594394266,-0.6511321085141493
327,0.0,-0.6538895233876706,-0.42890446404982724,-0.6248804528944347
328,1.0,-0.5076287876930623,0.009351914351035282,-0.249263459293684
329,1.0,-0.39793323592210594,0.009351914351035282,-0.22747659907518972
330,1.0,1.9422385351983709,-0.28281900458332593,1.0062415757670096
331,0.0,-0.5441939716167143,-0.5165557397302715,-0.6504631417281429
332,1.0,1.7594126155716818,-0.5749899235170078,0.8642532669345886
333,0.0,-0.5441939716167143,-0.45812155594394266,-0.616634977968135
334,1.0,1.978803719116966,-0.34125318837019825,1.0238751720699237
335,0.0,-0.6173243394640185,-0.5457728316237076,-0.7034171169742496
336,0.0,-0.6538895233876706,-0.48733864783683534,-0.6723137389886397
337,1.0,-0.4710636037694102,0.1554373738175366,-0.1258255642046164
338,1.0,-0.032281396685585,0.038569006243792135,-0.08154325746170778
339,1.0,0.040848971161719184,0.009351914351035282,-0.0671286618822229
340,1.0,-0.3613680519984539,-0.019865177543080165,-0.2403867184806662
341,1.0,-0.39793323592210594,0.009351914351035282,-0.22747659907518972
342,1.0,-0.25167250022749765,-0.07829936132995247,-0.24699219360129507
343,0.0,-0.6904547073113227,-0.5165557397302715,-0.6995586027958471
344,1.0,1.869108167344324,3.3985345739896253,2.959615686587391
345,1.0,-0.39793323592210594,0.009351914351035282,-0.22747659907518972
346,0.0,-0.6538895233876706,-0.45812155594394266,-0.648693419636317
347,1.0,1.9422385351983709,3.603054217236206,3.132803360462055
348,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
349,0.0,-0.6904547073113227,-0.5457728316237076,-0.7237718499369212
350,1.0,1.7594126155716818,-0.5165557397302715,0.8656856951212001
351,1.0,-0.32480286807480174,0.09700319003066432,-0.14184816614472556
352,1.0,-0.06884658060923707,-0.0490822694358369,-0.15250754187451596
353,1.0,1.9056733512629187,1.616291968485267,1.7562358740096171
354,1.0,-0.6538895233876706,0.1554373738175366,-0.14218039458852694
355,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
356,1.0,1.832542983425729,2.1421996225711935,2.059761976196031
357,1.0,-0.21510731630384544,-0.13673354511546598,-0.2713139324745388
358,1.0,1.5400215120263974,-0.45812155594394266,0.7224534908759899
359,1.0,2.0519340869541556,4.158178963206738,3.578875579758084
360,1.0,-0.434498419845758,0.12622028192477963,-0.14319035449382386
361,1.0,-0.4710636037694102,0.2138715576044088,-0.07857297332123642
362,0.0,-0.6904547073113227,-0.48733864783683534,-0.675345355654773
363,1.0,-0.2882376841511497,0.09700319003066432,-0.13199022233118998
364,1.0,-0.14197694845654132,0.06778609813790758,-0.1056098315812259
365,1.0,-0.6904547073113227,-0.019865177543080165,-0.28793340139860085
366,0.0,-0.6904547073113227,-0.48733864783683534,-0.675345355654773
367,0.0,-0.6904547073113227,-0.5457728316237076,-0.7237718499369212
368,1.0,-0.17854213238019337,0.009351914351035282,-0.15945783516426745
369,1.0,2.1616296387267977,4.2458302388877245,3.6757524990420483
370,1.0,-0.5441939716167143,0.038569006243792135,-0.23062370056049508
371,1.0,-0.5076287876930623,0.12622028192477963,-0.15467372130801002
372,1.0,-0.17854213238019337,0.038569006243792135,-0.1392204386550178
373,1.0,-0.6173243394640185,0.12622028192477963,-0.16489976232674752
374,0.0,-0.6904547073113227,-0.5749899235170078,-0.7479850970778827
375,1.0,1.7959777994902768,4.713303709190854,3.9371422736959074
376,1.0,2.27132519049944,1.7039432441662543,1.9795608257224067
377,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
378,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
379,1.0,1.978803719116966,0.5352595684315267,1.2452567857307182
380,1.0,-0.32480286807480174,0.06778609813790758,-0.1640979214642719
381,1.0,-0.5441939716167143,0.24308864949852424,-0.06325156765259894
382,1.0,1.5765866959618502,-0.5165557397302715,0.7437056309126433
383,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
384,1.0,-0.6538895233876706,0.1554373738175366,-0.14218039458852694
385,1.0,1.832542983425729,-0.39968737215707045,0.9214206055971542
386,1.0,-0.5441939716167143,0.06778609813790758,-0.20679074361146804
387,1.0,0.2602400747036318,-0.2536019126892105,-0.07390528320874028
388,1.0,-0.6538895233876706,0.1554373738175366,-0.14218039458852694
389,1.0,1.6497170637990397,3.077146563163866,2.6557444712024427
390,1.0,-0.6173243394640185,0.06778609813790758,-0.21315580629794126
391,1.0,-0.6904547073113227,-0.604207015410444,-0.7721983442189568
392,1.0,-0.06884658060923707,-0.07829936132995247,-0.17026455962343603
393,1.0,-0.3613680519984539,0.038569006243792135,-0.1959421185793831
394,0.0,-0.6904547073113227,-0.5457728316237076,-0.7237718499369212
395,1.0,2.0153689030355606,0.9150817630509516,1.4303846098298647
396,0.0,-0.6538895233876706,-0.5165557397302715,-0.6955630716466182
397,1.0,0.8452830174820655,-0.604207015410444,0.2535246963350676
398,1.0,-0.21510731630384544,-0.0490822694358369,-0.21323078315215543
