,drop_black_pos_y,drop_black_pos_z,drop_black_pos_x,drop_white_pos_x,drop_white_pos_y,drop_white_pos_z,max_belt
0,-0.025125462721772296,-1.1536564229370878,-1.2833084012167093,-1.2830675589741614,0.6593995588842609,-0.6298956478598721,0.0
1,-0.684183251239275,-1.412901613399435,-1.2040624186841522,-1.2040901235611592,0.7410621994122081,-1.2188152607379203,0.0
2,-0.689872494048876,-1.437619034029078,-1.1953379259047485,-1.1954464497595105,0.7347040236383685,-0.7167328444485127,0.0
3,-0.6839330518978587,-1.408691011959628,-1.2042545031015366,-1.204276444468828,0.7402573299159765,-1.247005494537198,0.0
4,-0.6906074363219068,-1.437360067306015,-1.1952747918546422,-1.1953886872405266,0.7338090044098521,-0.6646014688358971,0.0
5,-0.12917518340587503,-1.2290823685600372,-1.2637745815867423,-1.2636423169642308,0.6488837596139496,-0.6047173600146853,0.0
6,-0.08536933249816492,-1.1818143034198816,-1.2638628904403355,-1.2635453914865262,0.6504961545242488,-1.5922175023875975,0.0
7,-0.6887804985094569,-1.4330729786569911,-1.1953855946698488,-1.1953726329716827,0.737098359712273,-1.5510054007042668,0.0
8,-0.6878042351123796,-1.4353837260497597,-1.1953913450484202,-1.1953782503064954,0.7351991098992723,-1.5589171363410903,0.0
9,-0.6860219590872544,-1.4064475652976502,-1.2043401558479365,-1.2043714064654534,0.7412159381994524,-1.1744231819371425,0.0
10,-0.6827402542494152,-1.411260376351266,-1.1563786768246858,-1.1564011283152458,0.7424833942960797,-1.2510882884583852,0.0
11,-0.6678517494894677,-1.3776107300688627,-1.2230342614767025,-1.2230822546908902,0.7515090488584453,-1.0638388468533555,0.0
12,-0.6729982697628394,-1.40893210669828,-1.1899750014534476,-1.1899880883053264,0.7464846348178614,-1.340794509828886,0.0
13,-0.5223255492852876,-0.875873178408868,-0.8610064483687279,-0.8610666721347405,0.6000382476951712,-0.5007268983828728,0.0
14,-0.00104452677517608,-1.1574542714796983,-1.2639456194143177,-1.2635171013475712,0.6503986094828695,-1.5967056924042229,0.0
15,-0.6839555880195718,-1.413122633144856,-1.180485361857331,-1.1805026457585726,0.7415252590443433,-1.315503012838857,0.0
16,-0.6901512059406377,-1.4373997909844707,-1.1952246493668366,-1.1953399327359187,0.7347479830523026,-0.6157411353289899,0.0
17,0.3528594302821967,-0.935276014812614,-1.2468996186167318,-1.2460908141773945,0.6591985230955804,-1.5030220850843785,0.0
18,-0.07562515081250865,-1.1717332281853234,-1.2370406210986165,-1.2368252649707154,0.6586317800644547,-0.7905698684914213,0.0
19,-0.6809009460091507,-1.4082534947085634,-1.1807476671628725,-1.1807503134409092,0.7423897610590798,-1.417160402181584,0.0
20,-0.684679258146554,-1.4161580232971862,-1.2044297405551543,-1.204477144372869,0.742983565791603,-1.1166090445591517,0.0
21,-0.04386270045796742,-1.1836800511676335,-1.2736426957084401,-1.2734135763717753,0.6498649743906489,-0.5976668034617143,0.0
22,-0.6888974668352823,-1.436421144448646,-1.1953958403571558,-1.1953832110463816,0.7368605132710963,-1.5587556101416504,0.0
