,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
34710,store,DiscSize,0x0003,2,0x00000000,2020-10-12T09:43:50.497Z,2020-10-12 09:42:55.497000+00:00,0.0
34711,qc,DistanceY,0x000b,6.02150505781,0x00000000,2020-10-12T09:43:50.518Z,2020-10-12 09:42:55.518000+00:00,0.0
34712,qc,DistanceX,0x000b,2.38598382473,0x00000000,2020-10-12T09:43:50.518Z,2020-10-12 09:42:55.518000+00:00,0.0
34713,qc,DistanceAbs,0x000b,6.47699328185,0x00000000,2020-10-12T09:43:50.518Z,2020-10-12 09:42:55.518000+00:00,0.0
34714,rp,527,0x0007,3198143059,0x00000000,2020-10-12T09:42:55.730Z,2020-10-12 09:42:55.730000+00:00,0.0
34715,rp,528,0x0007,3187228592,0x00000000,2020-10-12T09:42:55.732Z,2020-10-12 09:42:55.732000+00:00,0.0
34716,rp,529,0x0007,1053889156,0x00000000,2020-10-12T09:42:55.732Z,2020-10-12 09:42:55.732000+00:00,0.0
34717,gate,Position,0x000b,46.5,0x00000000,2020-10-12T09:43:50.768Z,2020-10-12 09:42:55.768000+00:00,0.0
34718,gate,Safe,0x0001,false,0x00000000,2020-10-12T09:43:50.768Z,2020-10-12 09:42:55.768000+00:00,0.0
34719,gate,Speed,0x000b,-30,0x00000000,2020-10-12T09:43:50.768Z,2020-10-12 09:42:55.768000+00:00,0.0
34720,store,DiscSize,0x0003,2,0x00000000,2020-10-12T09:43:50.797Z,2020-10-12 09:42:55.797000+00:00,0.0
34721,qc,DistanceAbs,0x000b,6.47699328185,0x00000000,2020-10-12T09:43:50.818Z,2020-10-12 09:42:55.818000+00:00,0.0
34722,qc,DistanceX,0x000b,2.38598382473,0x00000000,2020-10-12T09:43:50.818Z,2020-10-12 09:42:55.818000+00:00,0.0
34723,qc,DistanceY,0x000b,6.02150505781,0x00000000,2020-10-12T09:43:50.818Z,2020-10-12 09:42:55.818000+00:00,0.0
34724,rp,527,0x0007,3198142749,0x00000000,2020-10-12T09:42:55.980Z,2020-10-12 09:42:55.980000+00:00,0.0
34725,rp,528,0x0007,3187229398,0x00000000,2020-10-12T09:42:55.982Z,2020-10-12 09:42:55.982000+00:00,0.0
34726,rp,529,0x0007,1053889231,0x00000000,2020-10-12T09:42:55.983Z,2020-10-12 09:42:55.983000+00:00,0.0
