,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
45080,qc,DistanceAbs,11,5.81032737847,0,2020-08-21T10:36:23.475Z,2020-08-21T10:36:23.475Z
45081,qc,DistanceY,11,2.58064502478,0,2020-08-21T10:36:23.475Z,2020-08-21T10:36:23.475Z
45082,rp,531_Ry,7,1078512045.0,0,2020-08-21T10:36:23.521Z,2020-08-21T10:36:23.521Z
45083,rp,530_Rx,7,1004775547.0,0,2020-08-21T10:36:23.521Z,2020-08-21T10:36:23.521Z
45084,gate,Speed,11,0.0,0,2020-08-21T10:36:23.522Z,2020-08-21T10:36:23.522Z
45085,gate,Position,11,0.3,0,2020-08-21T10:36:23.522Z,2020-08-21T10:36:23.522Z
45086,rp,532_Rz,7,3172215005.0,0,2020-08-21T10:36:23.524Z,2020-08-21T10:36:23.524Z
45087,rp,528_y,7,3188626555.0,0,2020-08-21T10:36:23.526Z,2020-08-21T10:36:23.526Z
45088,rp,527_x,7,3198147362.0,0,2020-08-21T10:36:23.526Z,2020-08-21T10:36:23.526Z
45089,rp,546_Gate_Pos_mm,10,0.289063,0,2020-08-21T10:36:23.529Z,2020-08-21T10:36:23.529Z
45090,rp,529_z,7,1051184014.0,0,2020-08-21T10:36:23.529Z,2020-08-21T10:36:23.529Z
45091,qc,DistanceY,11,2.58064502478,0,2020-08-21T10:36:23.675Z,2020-08-21T10:36:23.675Z
45092,qc,DistanceAbs,11,5.81032737847,0,2020-08-21T10:36:23.675Z,2020-08-21T10:36:23.675Z
45093,qc,DistanceX,11,5.20578289032,0,2020-08-21T10:36:23.675Z,2020-08-21T10:36:23.675Z
45094,gate,Position,11,0.3,0,2020-08-21T10:36:23.722Z,2020-08-21T10:36:23.722Z
45095,gate,Speed,11,0.0,0,2020-08-21T10:36:23.722Z,2020-08-21T10:36:23.722Z
45096,rp,530_Rx,7,1004534651.0,0,2020-08-21T10:36:23.769Z,2020-08-21T10:36:23.769Z
45097,rp,531_Ry,7,1078511436.0,0,2020-08-21T10:36:23.769Z,2020-08-21T10:36:23.769Z
45098,rp,532_Rz,7,3172184532.0,0,2020-08-21T10:36:23.772Z,2020-08-21T10:36:23.772Z
45099,rp,527_x,7,3198146956.0,0,2020-08-21T10:36:23.774Z,2020-08-21T10:36:23.774Z
45100,rp,528_y,7,3188626968.0,0,2020-08-21T10:36:23.774Z,2020-08-21T10:36:23.774Z
45101,rp,529_z,7,1051183635.0,0,2020-08-21T10:36:23.777Z,2020-08-21T10:36:23.777Z
45102,qc,DistanceX,11,5.20578289032,0,2020-08-21T10:36:23.875Z,2020-08-21T10:36:23.875Z
45103,qc,DistanceY,11,2.58064502478,0,2020-08-21T10:36:23.875Z,2020-08-21T10:36:23.875Z
45104,qc,DistanceAbs,11,5.81032737847,0,2020-08-21T10:36:23.875Z,2020-08-21T10:36:23.875Z
45105,gate,Position,11,0.3,0,2020-08-21T10:36:23.922Z,2020-08-21T10:36:23.922Z
45106,gate,Speed,11,0.0,0,2020-08-21T10:36:23.922Z,2020-08-21T10:36:23.922Z
