,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
34493,flag,560,0x0004,2,0x00000000,2020-10-30T12:17:03.866Z,2020-10-30 12:15:56.866000+00:00
34494,rp,527,0x0007,3198146032,0x00000000,2020-10-30T12:17:03.869Z,2020-10-30 12:15:56.869000+00:00
34495,rp,528,0x0007,3188633094,0x00000000,2020-10-30T12:17:03.869Z,2020-10-30 12:15:56.869000+00:00
34496,rp,529,0x0007,1051184694,0x00000000,2020-10-30T12:17:03.871Z,2020-10-30 12:15:56.871000+00:00
34497,store,DiscSize,0x0003,1,0x00000000,2020-10-30T12:15:57.036Z,2020-10-30 12:15:57.036000+00:00
34498,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:15:57.063Z,2020-10-30 12:15:57.063000+00:00
34499,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:15:57.063Z,2020-10-30 12:15:57.063000+00:00
34500,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:15:57.063Z,2020-10-30 12:15:57.063000+00:00
34501,rp,527,0x0007,3198146506,0x00000000,2020-10-30T12:17:04.114Z,2020-10-30 12:15:57.114000+00:00
34502,rp,528,0x0007,3188629627,0x00000000,2020-10-30T12:17:04.125Z,2020-10-30 12:15:57.125000+00:00
34503,rp,529,0x0007,1051185255,0x00000000,2020-10-30T12:17:04.127Z,2020-10-30 12:15:57.127000+00:00
34504,qc,DistanceX,0x000b,16.7018867731,0x00000000,2020-10-30T12:15:57.156Z,2020-10-30 12:15:57.156000+00:00
34505,qc,DistanceAbs,0x000b,21.371260626199998,0x00000000,2020-10-30T12:15:57.156Z,2020-10-30 12:15:57.156000+00:00
34506,qc,DistanceY,0x000b,13.333332627999999,0x00000000,2020-10-30T12:15:57.156Z,2020-10-30 12:15:57.156000+00:00
34507,qc,ResultCode,0x0006,1.0,0x00000000,2020-10-30T12:15:57.156Z,2020-10-30 12:15:57.156000+00:00
34508,store,DiscSize,0x0003,1,0x00000000,2020-10-30T12:15:57.336Z,2020-10-30 12:15:57.336000+00:00
34509,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:15:57.363Z,2020-10-30 12:15:57.363000+00:00
34510,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:15:57.363Z,2020-10-30 12:15:57.363000+00:00
34511,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:15:57.363Z,2020-10-30 12:15:57.363000+00:00
34512,rp,527,0x0007,3198146997,0x00000000,2020-10-30T12:17:04.368Z,2020-10-30 12:15:57.368000+00:00
34513,rp,528,0x0007,3188628537,0x00000000,2020-10-30T12:17:04.370Z,2020-10-30 12:15:57.370000+00:00
34514,rp,529,0x0007,1051184936,0x00000000,2020-10-30T12:17:04.370Z,2020-10-30 12:15:57.370000+00:00
34515,qc,ResultCode,0x0006,1.0,0x00000000,2020-10-30T12:15:57.456Z,2020-10-30 12:15:57.456000+00:00
34516,qc,DistanceY,0x000b,13.333332627999999,0x00000000,2020-10-30T12:15:57.456Z,2020-10-30 12:15:57.456000+00:00
34517,qc,DistanceX,0x000b,16.7018867731,0x00000000,2020-10-30T12:15:57.456Z,2020-10-30 12:15:57.456000+00:00
34518,qc,DistanceAbs,0x000b,21.371260626199998,0x00000000,2020-10-30T12:15:57.456Z,2020-10-30 12:15:57.456000+00:00
34519,rp,527,0x0007,3198147081,0x00000000,2020-10-30T12:17:04.613Z,2020-10-30 12:15:57.613000+00:00
34520,rp,528,0x0007,3188627995,0x00000000,2020-10-30T12:17:04.616Z,2020-10-30 12:15:57.616000+00:00
34521,rp,529,0x0007,1051184491,0x00000000,2020-10-30T12:17:04.618Z,2020-10-30 12:15:57.618000+00:00
34522,store,DiscSize,0x0003,1,0x00000000,2020-10-30T12:15:57.636Z,2020-10-30 12:15:57.636000+00:00
34523,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:15:57.663Z,2020-10-30 12:15:57.663000+00:00
34524,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:15:57.663Z,2020-10-30 12:15:57.663000+00:00
34525,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:15:57.663Z,2020-10-30 12:15:57.663000+00:00
34526,qc,DistanceY,0x000b,13.333332627999999,0x00000000,2020-10-30T12:15:57.756Z,2020-10-30 12:15:57.756000+00:00
34527,qc,DistanceAbs,0x000b,21.371260626199998,0x00000000,2020-10-30T12:15:57.756Z,2020-10-30 12:15:57.756000+00:00
34528,qc,DistanceX,0x000b,16.7018867731,0x00000000,2020-10-30T12:15:57.756Z,2020-10-30 12:15:57.756000+00:00
34529,qc,ResultCode,0x0006,1.0,0x00000000,2020-10-30T12:15:57.756Z,2020-10-30 12:15:57.756000+00:00
34530,rp,527,0x0007,3198146916,0x00000000,2020-10-30T12:17:04.866Z,2020-10-30 12:15:57.866000+00:00
34531,rp,528,0x0007,3188627956,0x00000000,2020-10-30T12:17:04.866Z,2020-10-30 12:15:57.866000+00:00
34532,rp,529,0x0007,1051185103,0x00000000,2020-10-30T12:17:04.869Z,2020-10-30 12:15:57.869000+00:00
34533,store,DiscSize,0x0003,1,0x00000000,2020-10-30T12:15:57.936Z,2020-10-30 12:15:57.936000+00:00
34534,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:15:57.963Z,2020-10-30 12:15:57.963000+00:00
34535,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:15:57.963Z,2020-10-30 12:15:57.963000+00:00
34536,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:15:57.963Z,2020-10-30 12:15:57.963000+00:00
34537,qc,DistanceAbs,0x000b,21.371260626199998,0x00000000,2020-10-30T12:15:58.056Z,2020-10-30 12:15:58.056000+00:00
34538,qc,DistanceX,0x000b,16.7018867731,0x00000000,2020-10-30T12:15:58.056Z,2020-10-30 12:15:58.056000+00:00
34539,qc,DistanceY,0x000b,13.333332627999999,0x00000000,2020-10-30T12:15:58.056Z,2020-10-30 12:15:58.056000+00:00
34540,qc,ResultCode,0x0006,1.0,0x00000000,2020-10-30T12:15:58.056Z,2020-10-30 12:15:58.056000+00:00
34541,rp,527,0x0007,3198146918,0x00000000,2020-10-30T12:17:05.116Z,2020-10-30 12:15:58.116000+00:00
34542,rp,528,0x0007,3188627247,0x00000000,2020-10-30T12:17:05.117Z,2020-10-30 12:15:58.117000+00:00
34543,rp,529,0x0007,1051184870,0x00000000,2020-10-30T12:17:05.119Z,2020-10-30 12:15:58.119000+00:00
34544,store,DiscSize,0x0003,1,0x00000000,2020-10-30T12:15:58.236Z,2020-10-30 12:15:58.236000+00:00
