PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
1,0x0004,300,0x00000000,2020-09-24T10:34:04.602Z,2020-09-24T10:34:04.602Z
2,0x0004,363,0x00000000,2020-09-24T10:34:04.603Z,2020-09-24T10:34:04.603Z
3,0x0004,380,0x00000000,2020-09-24T10:34:04.603Z,2020-09-24T10:34:04.603Z
1,0x0004,300,0x002f0000,2020-09-24T10:54:04.852Z,2020-09-24T10:54:04.852Z
1,0x0004,300,0x00000000,2020-09-24T10:54:05.102Z,2020-09-24T10:54:05.102Z
2,0x0004,363,0x002f0000,2020-09-24T10:54:04.853Z,2020-09-24T10:54:04.853Z
2,0x0004,363,0x00000000,2020-09-24T10:54:05.103Z,2020-09-24T10:54:05.103Z
3,0x0004,380,0x002f0000,2020-09-24T10:54:04.853Z,2020-09-24T10:54:04.853Z
3,0x0004,380,0x00000000,2020-09-24T10:54:05.106Z,2020-09-24T10:54:05.106Z
