,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp,RobPos
46521,rp,529,0x0007,1051182790,0x00000000,2020-09-24T13:06:31.104Z,2020-09-24T13:06:31.104Z,1.0
46522,rp,527,0x0007,3198143261,0x00000000,2020-09-24T13:06:31.107Z,2020-09-24T13:06:31.107Z,1.0
46523,qc,DistanceY,0x000b,11.1827951074,0x00000000,2020-09-24T13:06:31.265Z,2020-09-24T13:06:31.265Z,1.0
46524,qc,DistanceX,0x000b,15.4004410505,0x00000000,2020-09-24T13:06:31.265Z,2020-09-24T13:06:31.265Z,1.0
46525,qc,DistanceAbs,0x000b,19.0323012525,0x00000000,2020-09-24T13:06:31.265Z,2020-09-24T13:06:31.265Z,1.0
46526,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T13:06:31.265Z,2020-09-24T13:06:31.265Z,1.0
46527,gate,Safe,0x0001,true,0x00000000,2020-09-24T13:06:31.314Z,2020-09-24T13:06:31.314Z,1.0
46528,gate,Speed,0x000b,0,0x00000000,2020-09-24T13:06:31.314Z,2020-09-24T13:06:31.314Z,1.0
46529,gate,Position,0x000b,0.3,0x00000000,2020-09-24T13:06:31.314Z,2020-09-24T13:06:31.314Z,1.0
46530,rp,529,0x0007,1051185293,0x00000000,2020-09-24T13:06:31.352Z,2020-09-24T13:06:31.352Z,1.0
46531,rp,528,0x0007,3188631412,0x00000000,2020-09-24T13:06:31.355Z,2020-09-24T13:06:31.355Z,1.0
46532,rp,527,0x0007,3198145996,0x00000000,2020-09-24T13:06:31.357Z,2020-09-24T13:06:31.357Z,1.0
46533,store,DiscSize,0x0003,2,0x00000000,2020-09-24T13:06:31.385Z,2020-09-24T13:06:31.385Z,1.0
46534,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T13:06:31.565Z,2020-09-24T13:06:31.565Z,1.0
46535,qc,DistanceY,0x000b,11.1827951074,0x00000000,2020-09-24T13:06:31.565Z,2020-09-24T13:06:31.565Z,1.0
46536,qc,DistanceAbs,0x000b,19.0323012525,0x00000000,2020-09-24T13:06:31.565Z,2020-09-24T13:06:31.565Z,1.0
46537,qc,DistanceX,0x000b,15.4004410505,0x00000000,2020-09-24T13:06:31.565Z,2020-09-24T13:06:31.565Z,1.0
46538,rp,529,0x0007,1051184710,0x00000000,2020-09-24T13:06:31.602Z,2020-09-24T13:06:31.602Z,1.0
46539,rp,528,0x0007,3188627668,0x00000000,2020-09-24T13:06:31.603Z,2020-09-24T13:06:31.603Z,1.0
46540,rp,527,0x0007,3198147090,0x00000000,2020-09-24T13:06:31.605Z,2020-09-24T13:06:31.605Z,1.0
46541,gate,Safe,0x0001,true,0x00000000,2020-09-24T13:06:31.614Z,2020-09-24T13:06:31.614Z,1.0
46542,gate,Speed,0x000b,0,0x00000000,2020-09-24T13:06:31.614Z,2020-09-24T13:06:31.614Z,1.0
46543,gate,Position,0x000b,0.3,0x00000000,2020-09-24T13:06:31.614Z,2020-09-24T13:06:31.614Z,1.0
46544,store,DiscSize,0x0003,2,0x00000000,2020-09-24T13:06:31.685Z,2020-09-24T13:06:31.685Z,1.0
46545,rp,529,0x0007,1051184697,0x00000000,2020-09-24T13:06:31.853Z,2020-09-24T13:06:31.853Z,1.0
46546,rp,528,0x0007,3188627697,0x00000000,2020-09-24T13:06:31.853Z,2020-09-24T13:06:31.853Z,1.0
46547,rp,527,0x0007,3198146824,0x00000000,2020-09-24T13:06:31.856Z,2020-09-24T13:06:31.856Z,1.0
46548,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T13:06:31.865Z,2020-09-24T13:06:31.865Z,1.0
46549,qc,DistanceY,0x000b,11.1827951074,0x00000000,2020-09-24T13:06:31.865Z,2020-09-24T13:06:31.865Z,1.0
46550,qc,DistanceX,0x000b,15.4004410505,0x00000000,2020-09-24T13:06:31.865Z,2020-09-24T13:06:31.865Z,1.0
46551,qc,DistanceAbs,0x000b,19.0323012525,0x00000000,2020-09-24T13:06:31.865Z,2020-09-24T13:06:31.865Z,1.0
46552,gate,Safe,0x0001,true,0x00000000,2020-09-24T13:06:31.914Z,2020-09-24T13:06:31.914Z,1.0
46553,gate,Speed,0x000b,0,0x00000000,2020-09-24T13:06:31.914Z,2020-09-24T13:06:31.914Z,1.0
46554,gate,Position,0x000b,0.3,0x00000000,2020-09-24T13:06:31.914Z,2020-09-24T13:06:31.914Z,1.0
46555,store,DiscSize,0x0003,2,0x00000000,2020-09-24T13:06:31.985Z,2020-09-24T13:06:31.985Z,1.0
46556,rp,529,0x0007,1051184863,0x00000000,2020-09-24T13:06:32.103Z,2020-09-24T13:06:32.103Z,1.0
46557,rp,528,0x0007,3188627206,0x00000000,2020-09-24T13:06:32.106Z,2020-09-24T13:06:32.106Z,1.0
46558,rp,527,0x0007,3198146885,0x00000000,2020-09-24T13:06:32.109Z,2020-09-24T13:06:32.109Z,1.0
46559,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T13:06:32.165Z,2020-09-24T13:06:32.165Z,1.0
46560,qc,DistanceAbs,0x000b,19.0323012525,0x00000000,2020-09-24T13:06:32.165Z,2020-09-24T13:06:32.165Z,1.0
46561,qc,DistanceX,0x000b,15.4004410505,0x00000000,2020-09-24T13:06:32.165Z,2020-09-24T13:06:32.165Z,1.0
46562,qc,DistanceY,0x000b,11.1827951074,0x00000000,2020-09-24T13:06:32.165Z,2020-09-24T13:06:32.165Z,1.0
46563,gate,Position,0x000b,0.3,0x00000000,2020-09-24T13:06:32.214Z,2020-09-24T13:06:32.214Z,1.0
46564,gate,Safe,0x0001,true,0x00000000,2020-09-24T13:06:32.214Z,2020-09-24T13:06:32.214Z,1.0
46565,gate,Speed,0x000b,0,0x00000000,2020-09-24T13:06:32.214Z,2020-09-24T13:06:32.214Z,1.0
46566,store,DiscSize,0x0003,2,0x00000000,2020-09-24T13:06:32.285Z,2020-09-24T13:06:32.285Z,1.0
46567,rp,528,0x0007,3188628113,0x00000000,2020-09-24T13:06:32.354Z,2020-09-24T13:06:32.354Z,1.0
46568,rp,529,0x0007,1051184433,0x00000000,2020-09-24T13:06:32.354Z,2020-09-24T13:06:32.354Z,1.0
46569,rp,527,0x0007,3198146949,0x00000000,2020-09-24T13:06:32.357Z,2020-09-24T13:06:32.357Z,1.0
46570,qc,DistanceAbs,0x000b,19.0323012525,0x00000000,2020-09-24T13:06:32.465Z,2020-09-24T13:06:32.465Z,1.0
46571,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T13:06:32.465Z,2020-09-24T13:06:32.465Z,1.0
46572,qc,DistanceY,0x000b,11.1827951074,0x00000000,2020-09-24T13:06:32.465Z,2020-09-24T13:06:32.465Z,1.0
46573,qc,DistanceX,0x000b,15.4004410505,0x00000000,2020-09-24T13:06:32.465Z,2020-09-24T13:06:32.465Z,1.0
46574,gate,Position,0x000b,0.3,0x00000000,2020-09-24T13:06:32.514Z,2020-09-24T13:06:32.514Z,1.0
46575,gate,Safe,0x0001,true,0x00000000,2020-09-24T13:06:32.514Z,2020-09-24T13:06:32.514Z,1.0
46576,gate,Speed,0x000b,0,0x00000000,2020-09-24T13:06:32.514Z,2020-09-24T13:06:32.514Z,1.0
46577,store,DiscSize,0x0003,2,0x00000000,2020-09-24T13:06:32.585Z,2020-09-24T13:06:32.585Z,1.0
46578,rp,529,0x0007,1051184423,0x00000000,2020-09-24T13:06:32.610Z,2020-09-24T13:06:32.610Z,1.0
46579,rp,528,0x0007,3188627295,0x00000000,2020-09-24T13:06:32.610Z,2020-09-24T13:06:32.610Z,1.0
46580,rp,527,0x0007,3198146894,0x00000000,2020-09-24T13:06:32.612Z,2020-09-24T13:06:32.612Z,1.0
46581,qc,DistanceX,0x000b,15.4004410505,0x00000000,2020-09-24T13:06:32.765Z,2020-09-24T13:06:32.765Z,1.0
46582,qc,DistanceAbs,0x000b,19.0323012525,0x00000000,2020-09-24T13:06:32.765Z,2020-09-24T13:06:32.765Z,1.0
46583,qc,DistanceY,0x000b,11.1827951074,0x00000000,2020-09-24T13:06:32.765Z,2020-09-24T13:06:32.765Z,1.0
46584,qc,ResultCode,0x0006,1.0,0x00000000,2020-09-24T13:06:32.765Z,2020-09-24T13:06:32.765Z,1.0
46585,gate,Safe,0x0001,true,0x00000000,2020-09-24T13:06:32.814Z,2020-09-24T13:06:32.814Z,1.0
46586,gate,Position,0x000b,0.3,0x00000000,2020-09-24T13:06:32.814Z,2020-09-24T13:06:32.814Z,1.0
46587,gate,Speed,0x000b,0,0x00000000,2020-09-24T13:06:32.814Z,2020-09-24T13:06:32.814Z,1.0
46588,rp,529,0x0007,1051183995,0x00000000,2020-09-24T13:06:32.853Z,2020-09-24T13:06:32.853Z,1.0
46589,rp,528,0x0007,3188627023,0x00000000,2020-09-24T13:06:32.853Z,2020-09-24T13:06:32.853Z,1.0
46590,rp,527,0x0007,3198147135,0x00000000,2020-09-24T13:06:32.855Z,2020-09-24T13:06:32.855Z,1.0
46591,store,DiscSize,0x0003,2,0x00000000,2020-09-24T13:06:32.885Z,2020-09-24T13:06:32.885Z,1.0
